,balance,equity,balance_btc,equity_btc
0,999.99373948,1000.0,0.0,0.0
60,999.99373948,1000.0,0.0,0.0
120,999.99373948,1000.0,0.0,0.0
180,999.99373948,1000.0,0.0,0.0
240,999.99373948,1000.0,0.0,0.0
300,999.99373948,1000.0,0.0,0.0
360,999.99373948,1000.0,0.0,0.0
420,999.99373948,1000.0,0.0,0.0
480,999.99373948,1000.0,0.0,0.0
540,999.99373948,1000.0,0.0,0.0
600,999.99373948,1000.0,0.0,0.0
660,999.99373948,1000.0,0.0,0.0
720,999.99373948,1000.0,0.0,0.0
780,999.99373948,1000.0,0.0,0.0
840,999.99373948,1000.1648394800001,0.0,0.1710999999999979
900,1000.4832797800001,1000.06913948,0.0,0.07539999999999943
960,1000.4832797800001,1000.4832797800001,0.0,0.0
1020,1000.4832797800001,1000.4832797800001,0.0,0.0
1080,1000.4832797800001,1000.4832797800001,0.0,0.0
1140,1000.4832797800001,1000.4832797800001,0.0,0.0
1200,1000.4832797800001,1000.4832797800001,0.0,0.0
1260,1000.4832797800001,1000.4832797800001,0.0,0.0
1320,1000.4832797800001,1000.4832797800001,0.0,0.0
1380,1000.4832797800001,1000.4832797800001,0.0,0.0
1440,1000.4832797800001,1000.4832797800001,0.0,0.0
1500,1000.4832797800001,1000.4832797800001,0.0,0.0
1560,1000.4832797800001,1000.4832797800001,0.0,0.0
1620,1000.4832797800001,1000.4832797800001,0.0,0.0
1680,1000.4832797800001,1000.4832797800001,0.0,0.0
1740,1000.4832797800001,1000.4832797800001,0.0,0.0
1800,1000.4832797800001,1000.4832797800001,0.0,0.0
1860,1000.4832797800001,1000.4832797800001,0.0,0.0
1920,1000.4832797800001,1000.4832797800001,0.0,0.0
1980,1000.4832797800001,1000.4832797800001,0.0,0.0
2040,1000.4832797800001,1000.4832797800001,0.0,0.0
2100,1000.4832797800001,1000.4832797800001,0.0,0.0
2160,1000.4832797800001,1000.4832797800001,0.0,0.0
2220,1000.4770611000001,1000.4832797800001,0.0,0.0
2280,1000.4770611000001,1000.3548611000001,0.0,-0.12219999999999694
2340,1000.4770611000001,1000.2872611000001,0.0,-0.18980000000000105
2400,1000.8347696200001,1000.6876611000001,0.0,0.21059999999999876
2460,1000.8347696200001,1000.8347696200001,0.0,0.0
2520,1000.8347696200001,1000.8347696200001,0.0,0.0
2580,1000.8347696200001,1000.8347696200001,0.0,0.0
2640,1000.8347696200001,1000.8347696200001,0.0,0.0
2700,1000.8347696200001,1000.8347696200001,0.0,0.0
2760,1000.8347696200001,1000.8347696200001,0.0,0.0
2820,1000.8347696200001,1000.8347696200001,0.0,0.0
2880,1000.8347696200001,1000.8347696200001,0.0,0.0
2940,1000.8347696200001,1000.8347696200001,0.0,0.0
3000,1000.8347696200001,1000.8347696200001,0.0,0.0
3060,1000.8347696200001,1000.8347696200001,0.0,0.0
3120,1000.8347696200001,1000.8347696200001,0.0,0.0
3180,1000.8347696200001,1000.8347696200001,0.0,0.0
3240,1000.8286445400001,1000.8347696200001,0.0,0.0
3300,1000.8286445400001,1000.8962445400001,0.0,0.06759999999999948
3360,1000.8286445400001,1000.8884445400001,0.0,0.05979999999999919
3420,1001.1812477000001,1001.0210445400002,0.0,0.1923999999999996
3480,1001.1812477000001,1001.1812477000001,0.0,0.0
3540,1001.1812477000001,1001.1812477000001,0.0,0.0
3600,1001.1812477000001,1001.1812477000001,0.0,0.0
3660,1001.1812477000001,1001.1812477000001,0.0,0.0
3720,1001.1812477000001,1001.1812477000001,0.0,0.0
3780,1001.1812477000001,1001.1812477000001,0.0,0.0
3840,1001.1812477000001,1001.1812477000001,0.0,0.0
3900,1001.1812477000001,1001.1812477000001,0.0,0.0
3960,1001.1812477000001,1001.1812477000001,0.0,0.0
4020,1001.1812477000001,1001.1812477000001,0.0,0.0
4080,1001.1812477000001,1001.1812477000001,0.0,0.0
4140,1001.1812477000001,1001.1812477000001,0.0,0.0
4200,1001.1812477000001,1001.1812477000001,0.0,0.0
