,index,timestamp,coin,pnl,fee_paid,usd_total_balance,btc_cash_wallet,usd_cash_wallet,btc_price,qty,price,psize,pprice,type,liquidity,wallet_exposure,twe_long,twe_short,twe_net,minute,btc_total_balance
0,36385,2021-02-15 01:37:00,BTC,0.0,-0.0382812,999.9617188,0.0,999.9617188,47764.5,0.002,47851.5,0.002,47851.5,entry_initial_normal_long,maker,0.09570666376593696,0.09570666376593696,0.0,0.09570666376593696,36385,0.020935249375582284
1,36393,2021-02-15 01:45:00,BTC,0.577800000000003,-0.0481404,1000.4913784,0.0,1000.4913784,48164.578125,-0.002,48140.4,0.0,47851.5,close_trailing_long,taker,0.0,0.0,0.0,0.0,36393,0.020772348006525804
2,36422,2021-02-15 02:14:00,BTC,0.0,-0.038167040000000006,1000.4532113600001,0.0,1000.4532113600001,47655.51171875,0.002,47708.8,0.002,47708.8,entry_initial_normal_long,maker,0.09537437524968394,0.09537437524968394,0.0,0.09537437524968394,36422,0.020993441792513015
3,36427,2021-02-15 02:19:00,BTC,0.0,-0.11165064000000001,1000.3415607200001,0.0,1000.3415607200001,46800.0,0.006,46521.1,0.008,46818.024999999994,entry_grid_normal_long,maker,0.3744163140941782,0.3744163140941782,0.0,0.3744163140941782,36427,0.021374819673504276
4,36429,2021-02-15 02:21:00,BTC,0.0,-0.41881988000000003,999.9227408400001,0.0,999.9227408400001,45835.4296875,0.023,45523.9,0.031,45857.867741935486,entry_grid_normal_long,maker,1.4217037396366932,1.4217037396366932,0.0,1.4217037396366932,36429,0.021815498352635576
5,36433,2021-02-15 02:25:00,BTC,20.969400000000014,-0.72128165,1020.1708591900001,0.0,1020.1708591900001,46557.66015625,-0.031,46534.3,0.0,45857.867741935486,close_trailing_long,taker,0.0,0.0,0.0,0.0,36433,0.021911987324239494
6,36434,2021-02-15 02:26:00,BTC,0.0,-0.046513900000000004,1020.1243452900001,0.0,1020.1243452900001,46490.5703125,0.002,46513.9,0.002,46513.9,entry_initial_normal_long,taker,0.09119260845946593,0.09119260845946593,0.0,0.09119260845946593,36434,0.021942607682223194
7,36445,2021-02-15 02:37:00,BTC,0.3298000000000029,-0.046678800000000006,1020.40746649,0.0,1020.40746649,46702.25,-0.002,46678.8,0.0,46513.9,close_trailing_long,taker,0.0,0.0,0.0,0.0,36445,0.02184921425605833
8,36446,2021-02-15 02:38:00,BTC,0.0,-0.0466592,1020.36080729,0.0,1020.36080729,46635.8203125,0.002,46659.2,0.002,46659.2,entry_initial_normal_long,taker,0.09145627638114258,0.09145627638114258,0.0,0.09145627638114258,36446,0.021879336536866027
9,36459,2021-02-15 02:51:00,BTC,0.6204000000000087,-0.0469694,1020.9342378900001,0.0,1020.9342378900001,46992.96875,-0.002,46969.4,0.0,46659.2,close_trailing_long,taker,0.0,0.0,0.0,0.0,36459,0.02172525518277668
10,36460,2021-02-15 02:52:00,BTC,0.0,-0.046933300000000004,1020.8873045900001,0.0,1020.8873045900001,46909.75,0.002,46933.3,0.002,46933.3,entry_initial_normal_long,taker,0.09194609393021877,0.09194609393021877,0.0,0.09194609393021877,36460,0.02176279567872351
