,index,timestamp,coin,pnl,fee_paid,usd_total_balance,btc_cash_wallet,usd_cash_wallet,btc_price,qty,price,psize,pprice,type,wallet_exposure,total_wallet_exposure,minute,btc_total_balance
10,5099,2025-01-07 12:59:00,HYPE,0.0,-0.009421808,1000.50348444,0.0,1000.50348444,100719.5,1.87,25.192,1.87,25.192,entry_initial_normal_long,0.04708533326734768,0.04708533326734768,5099,0.009933562859624998
11,5114,2025-01-07 13:14:00,HYPE,0.32164000000000115,-0.009486136000000001,1000.815638304,0.0,1000.815638304,100732.1,-1.87,25.364,0.0,25.192,close_trailing_long,0.0,0.0,5114,0.009935419179228865
12,5217,2025-01-07 14:57:00,HYPE,0.0,-0.009459408,1000.806178896,0.0,1000.806178896,99998.9,1.88,25.158,1.88,25.158,entry_initial_normal_long,0.04725894083924809,0.04725894083924809,5217,0.010008171878850667
13,5247,2025-01-07 15:27:00,HYPE,0.0,-0.013825008,1000.792353888,0.0,1000.792353888,98585.5,2.79,24.776,4.67,24.929781584582443,entry_trailing_normal_long,0.11632990554704914,0.11632990554704914,5247,0.010151516743212744
14,5262,2025-01-07 15:42:00,HYPE,0.0,-0.033730848,1000.75862304,0.0,1000.75862304,97500.0,6.92,24.372,11.59,24.59674892148404,entry_trailing_normal_long,0.28486021847508536,0.28486021847508536,5262,0.010264191005538461
15,5272,2025-01-07 15:52:00,HYPE,0.0,-0.084380248,1000.674242792,0.0,1000.674242792,98247.0,17.17,24.572,28.76,24.5819735744089,entry_trailing_normal_long,0.7065012066538743,0.7065012066538743,5272,0.010185290571640864
16,5282,2025-01-07 16:02:00,HYPE,0.0,-0.20987129399999999,1000.464371498,0.0,1000.464371498,97847.9,42.61,24.627,71.37,24.60885568165896,entry_trailing_normal_long,1.7555188170971374,1.7555188170971374,5282,0.010224689252380481
17,5301,2025-01-07 16:21:00,HYPE,0.0,-0.5162292,999.948142298,0.0,999.948142298,97929.6,105.75,24.408,177.12,24.48893422538392,entry_trailing_normal_long,4.337704973411876,4.337704973411876,5301,0.010210887640692905
18,5302,2025-01-07 16:22:00,HYPE,-0.10438227472899939,-0.01246848,999.8312915432709,0.0,999.8312915432709,97948.1,-2.55,24.448,174.57,24.48893422538392,close_unstuck_long,4.275754603685812,4.275754603685812,5302,0.010207766067369055
19,5303,2025-01-07 16:23:00,HYPE,-0.08908227472899881,-0.01247154,999.729737728542,0.0,999.729737728542,97893.7,-2.55,24.454,172.02,24.48893422538392,close_unstuck_long,4.213725276415047,4.213725276415047,5303,0.010212401183411619
20,5304,2025-01-07 16:24:00,HYPE,-0.04318227472899707,-0.01248072,999.674074733813,0.0,999.674074733813,97973.0,-2.55,24.472,169.47,24.48893422538392,close_unstuck_long,4.151492759558545,4.151492759558545,5304,0.010203567051471456
21,5305,2025-01-07 16:25:00,HYPE,-0.002372932475162344,-0.012439904,999.6592618973378,0.0,999.6592618973378,97983.5,-2.54,24.488,166.93,24.48893422538392,close_unstuck_long,4.089331181191175,4.089331181191175,5305,0.010202322451201864
22,5306,2025-01-07 16:26:00,HYPE,0.012867067524838235,-0.012442952,999.6596860128627,0.0,999.6596860128627,97975.3,-2.54,24.494,164.39,24.48893422538392,close_unstuck_long,4.027106377938965,4.027106377938965,5306,0.010203180658929983
23,5307,2025-01-07 16:27:00,HYPE,0.053507067524842786,-0.012451080000000002,999.7007420003875,0.0,999.7007420003875,97936.9,-2.54,24.51,161.85,24.48893422538392,close_unstuck_long,3.964720478697865,3.964720478697865,5307,0.010207600424358823
24,5308,2025-01-07 16:28:00,HYPE,-0.09928227472900221,-0.0124695,999.5889902256586,0.0,999.5889902256586,97950.7,-2.55,24.45,159.3,24.48893422538392,close_unstuck_long,3.90269126636037,3.90269126636037,5308,0.010205021405928274
25,5309,2025-01-07 16:29:00,HYPE,-0.09673227472899909,-0.01247001,999.4797879409296,0.0,999.4797879409296,97993.1,-2.55,24.451,156.75,24.48893422538392,close_unstuck_long,3.8406383862319764,3.8406383862319764,5309,0.010199491473796925
26,5310,2025-01-07 16:30:00,HYPE,-0.11968227472899996,-0.01246542,999.3476402462005,0.0,999.3476402462005,97896.0,-2.55,24.442,154.2,24.48893422538392,close_unstuck_long,3.778658702415,3.778658702415,5310,0.010208258154022641
27,5311,2025-01-07 16:31:00,HYPE,0.002707067524834841,-0.012440920000000001,999.3379063937253,0.0,999.3379063937253,97998.2,-2.54,24.49,151.66,24.48893422538392,close_unstuck_long,3.7164524039964357,3.7164524039964357,5311,0.010197512876703096
28,5312,2025-01-07 16:32:00,HYPE,0.0916070675248352,-0.0124587,999.4170547612501,0.0,999.4170547612501,98060.4,-2.54,24.525,149.12,24.48893422538392,close_unstuck_long,3.653919906901752,3.653919906901752,5312,0.010191851703248715
29,5313,2025-01-07 16:33:00,HYPE,-0.24718227472900176,-0.01243992,999.1574325665212,0.0,999.1574325665212,98094.4,-2.55,24.392,146.57,24.48893422538392,close_unstuck_long,3.592369903304055,3.592369903304055,5313,0.010185672500841243
30,5314,2025-01-07 16:34:00,HYPE,-0.2624822747290023,-0.01243686,998.8825134317922,0.0,998.8825134317922,97996.7,-2.55,24.386,144.02,24.48893422538392,close_unstuck_long,3.5308419756220144,3.5308419756220144,5314,0.01019302194290004
31,5315,2025-01-07 16:35:00,HYPE,-0.173232274729002,-0.012454709999999999,998.6968264470631,0.0,998.6968264470631,97849.0,-2.55,24.421,141.47,24.48893422538392,close_unstuck_long,3.468970195079217,3.468970195079217,5315,0.010206510301046134
32,5316,2025-01-07 16:36:00,HYPE,0.035727067524839104,-0.012447524,998.720105990588,0.0,998.720105990588,97831.8,-2.54,24.503,138.93,24.48893422538392,close_unstuck_long,3.406607728757041,3.406607728757041,5316,0.010208542682344472
33,5317,2025-01-07 16:37:00,HYPE,-0.18598227472899945,-0.01245216,998.521671555859,0.0,998.521671555859,97964.0,-2.55,24.416,136.38,24.48893422538392,close_unstuck_long,3.3447454820423745,3.3447454820423745,5317,0.010192740920704126
34,5318,2025-01-07 16:38:00,HYPE,0.015407067524841339,-0.012443460000000002,998.5246351633839,0.0,998.5246351633839,98021.9,-2.54,24.495,133.84,24.48893422538392,close_unstuck_long,3.2824417558702357,3.2824417558702357,5318,0.01018675046253321
35,5319,2025-01-07 16:39:00,HYPE,0.32147640977867714,-0.012455695999999999,998.8336558771626,0.0,998.8336558771626,98236.4,-2.53,24.616,131.31,24.48893422538392,close_unstuck_long,3.2193968777626223,3.2193968777626223,5319,0.010167653292233457
36,5320,2025-01-07 16:40:00,HYPE,0.4084057520325167,-0.012424104,999.2296375251951,0.0,999.2296375251951,98300.2,-2.52,24.651,128.79,24.48893422538392,close_unstuck_long,3.156361381252235,3.156361381252235,5320,0.010165082446680629
37,5321,2025-01-07 16:41:00,HYPE,0.6377257520325195,-0.012469968000000001,999.8548933092277,0.0,999.8548933092277,98169.0,-2.52,24.742,126.27,24.48893422538392,close_unstuck_long,3.0926664912394335,3.0926664912394335,5321,0.010185036959826704
38,5322,2025-01-07 16:42:00,HYPE,0.7032457520325189,-0.012483072000000001,1000.5456559892602,0.0,1000.5456559892602,98254.3,-2.52,24.768,123.75,24.48893422538392,close_unstuck_long,3.0288528986665146,3.0288528986665146,5322,0.010183225120826877
39,5323,2025-01-07 16:43:00,HYPE,0.7883050942863584,-0.012451106,1001.3215099775466,0.0,1001.3215099775466,98170.9,-2.51,24.803,121.24,24.48893422538392,close_unstuck_long,2.9651199498871486,2.9651199498871486,5323,0.010199779262261491
40,5326,2025-01-07 16:46:00,HYPE,7.974638922764205,-0.183204864,1009.1129440363109,0.0,1009.1129440363109,98100.0,-37.08,24.704,84.16,24.48893422538392,close_trailing_long,2.042376640383428,2.042376640383428,5326,0.010286574353071466
41,5330,2025-01-07 16:50:00,HYPE,7.999637997402822,-0.18463022199999998,1016.9279518117137,0.0,1016.9279518117137,97805.9,-37.37,24.703,46.79,24.48893422538392,close_trailing_long,1.1267634352702578,1.1267634352702578,5330,0.010397409070533718
42,5335,2025-01-07 16:55:00,HYPE,5.576157072041524,-0.185565884,1022.3185429997552,0.0,1022.3185429997552,97745.0,-37.66,24.637,9.13,24.48893422538392,close_trailing_long,0.2187028407229123,0.2187028407229123,5335,0.010459036707757483
43,5339,2025-01-07 16:59:00,HYPE,0.8588205222447801,-0.044888558,1023.1324749639999,0.0,1023.1324749639999,97695.3,-9.13,24.583,0.0,24.48893422538392,close_trailing_long,0.0,0.0,5339,0.010472688808612081
44,5350,2025-01-07 17:10:00,HYPE,0.0,-0.009648936,1023.122826028,0.0,1023.122826028,97378.0,1.98,24.366,1.98,24.366,entry_initial_normal_long,0.047154338435881675,0.047154338435881675,5350,0.010506714309474419
45,5382,2025-01-07 17:42:00,HYPE,0.0,-0.014204640000000001,1023.108621388,0.0,1023.108621388,97382.1,2.93,24.24,4.91,24.290810590631366,entry_trailing_normal_long,0.11657401521863367,0.11657401521863367,5382,0.010506126088757584
46,5401,2025-01-07 18:01:00,HYPE,0.0,-0.035076496000000006,1023.073544892,0.0,1023.073544892,97229.3,7.28,24.091,12.19,24.171481542247747,entry_trailing_normal_long,0.28800506226666683,0.28800506226666683,5401,0.010522276154327964
47,5406,2025-01-07 18:06:00,HYPE,1.3350299999999478,-0.059197078,1024.3493778139998,0.0,1024.3493778139998,97400.0,-12.19,24.281,0.0,24.171481542247747,close_trailing_long,0.0,0.0,5406,0.010516934063798765
48,5435,2025-01-07 18:35:00,HYPE,0.0,-0.009665641999999999,1024.3397121719997,0.0,1024.3397121719997,96991.3,2.03,23.807,2.03,23.807,entry_initial_normal_long,0.04717986564977095,0.04717986564977095,5435,0.01056115045547384
49,5458,2025-01-07 18:58:00,HYPE,0.02030000000000317,-0.009669702,1024.3503424699995,0.0,1024.3503424699995,96731.0,-2.03,23.817,0.0,23.807,close_trailing_long,0.0,0.0,5458,0.01058968006605948
50,5483,2025-01-07 19:23:00,HYPE,0.0,-0.009684472000000001,1024.3406579979996,0.0,1024.3406579979996,96781.3,2.06,23.506,2.06,23.506,entry_initial_normal_long,0.04727173486859151,0.04727173486859151,5483,0.010584076241980626
51,5493,2025-01-07 19:33:00,HYPE,0.0,-0.014313649999999999,1024.3263443479996,0.0,1024.3263443479996,96786.5,3.05,23.465,5.11,23.481528375733852,entry_trailing_normal_long,0.11714099775143046,0.11714099775143046,5493,0.010583359707686502
52,5505,2025-01-07 19:45:00,HYPE,0.0,-0.035432142,1024.2909122059996,0.0,1024.2909122059996,96770.8,7.57,23.403,12.68,23.43464668769716,entry_trailing_normal_long,0.29010441902684636,0.29010441902684636,5505,0.010584710596646918
53,5515,2025-01-07 19:55:00,HYPE,0.0,-0.086418968,1024.2044932379995,0.0,1024.2044932379995,96494.4,18.79,22.996,31.47,23.172741023196693,entry_trailing_normal_long,0.7120122639713331,0.7120122639713331,5515,0.010614134014388396
54,5525,2025-01-07 20:05:00,HYPE,0.0,-0.215635772,1023.9888574659994,0.0,1023.9888574659994,96577.3,46.63,23.122,78.1,23.142445838668376,entry_trailing_normal_long,1.7650827026308866,1.7650827026308866,5525,0.010602790277487562
55,5528,2025-01-07 20:08:00,HYPE,10.654032952624803,-0.18782579200000002,1034.4550646266243,0.0,1034.4550646266243,96622.3,-40.12,23.408,37.98,23.142445838668376,close_trailing_long,0.8496745030388271,0.8496745030388271,5528,0.010706173053494113
56,5531,2025-01-07 20:11:00,HYPE,3.515207047375057,-0.17649306,1037.7937786139994,0.0,1037.7937786139994,96254.2,-37.98,23.235,0.0,23.142445838668376,close_trailing_long,0.0,0.0,5531,0.010781802545904485
57,5567,2025-01-07 20:47:00,HYPE,0.0,-0.009795464,1037.7839831499994,0.0,1037.7839831499994,96413.7,2.11,23.212,2.11,23.212,entry_initial_normal_long,0.04719413750377848,0.04719413750377848,5567,0.010763864296775245
58,5573,2025-01-07 20:53:00,HYPE,0.6667599999999977,-0.009928816,1038.4408143339995,0.0,1038.4408143339995,96734.9,-2.11,23.528,0.0,23.212,close_trailing_long,0.0,0.0,5573,0.01073491381429039
59,5704,2025-01-07 23:04:00,HYPE,0.0,-0.009800208,1038.4310141259996,0.0,1038.4310141259996,96928.8,2.07,23.672,2.07,23.672,entry_initial_normal_long,0.04718757368898689,0.04718757368898689,5704,0.010713338183553285
60,5733,2025-01-07 23:33:00,HYPE,0.0,-0.014567150000000001,1038.4164469759996,0.0,1038.4164469759996,97036.0,3.07,23.725,5.14,23.70365564202335,entry_trailing_normal_long,0.11732941090715983,0.11732941090715983,5733,0.01070135255962735
61,5742,2025-01-07 23:42:00,HYPE,0.24334999999998977,-0.024416028000000003,1038.6353809479997,0.0,1038.6353809479997,97011.5,-5.14,23.751,0.0,23.70365564202335,close_trailing_long,0.0,0.0,5742,0.01070631194186256
62,5759,2025-01-07 23:59:00,HYPE,0.0,-0.009793472000000001,1038.6255874759997,0.0,1038.6255874759997,96908.1,2.08,23.542,2.08,23.542,entry_initial_normal_long,0.04714630622474582,0.04714630622474582,5759,0.010717634413181144
63,5770,2025-01-08 00:10:00,HYPE,0.020799999999995863,-0.009797632,1038.6365898439997,0.0,1038.6365898439997,96924.2,-2.08,23.552,0.0,23.542,close_trailing_long,0.0,0.0,5770,0.010715967630829036
64,5784,2025-01-08 00:24:00,HYPE,0.0,-0.009804189999999999,1038.6267856539996,0.0,1038.6267856539996,96980.0,2.09,23.455,2.09,23.455,entry_initial_normal_long,0.04719784881066072,0.04719784881066072,5784,0.010709700821344603
65,5788,2025-01-08 00:28:00,HYPE,0.07106000000000516,-0.009818401999999999,1038.6880272519995,0.0,1038.6880272519995,96886.3,-2.09,23.489,0.0,23.455,close_trailing_long,0.0,0.0,5788,0.010720690409810257
66,5856,2025-01-08 01:36:00,HYPE,0.0,-0.009796248,1038.6782310039996,0.0,1038.6782310039996,96872.3,2.09,23.436,2.09,23.436,entry_initial_normal_long,0.047157279836946335,0.047157279836946335,5856,0.010722138640292422
67,5877,2025-01-08 01:57:00,HYPE,0.0,-0.014232100000000001,1038.6639989039995,0.0,1038.6639989039995,96846.5,3.1,22.955,5.19,23.148697495183043,entry_trailing_normal_long,0.11566949478057757,0.11566949478057757,5877,0.010724848073022769
68,5880,2025-01-08 02:00:00,HYPE,0.0,-0.035457052,1038.6285418519994,0.0,1038.6285418519994,96801.1,7.69,23.054,12.88,23.092158385093164,entry_trailing_normal_long,0.2863651324944834,0.2863651324944834,5880,0.010729511770548055
69,5891,2025-01-08 02:11:00,HYPE,0.0,-0.08776036799999999,1038.5407814839994,0.0,1038.5407814839994,96997.2,19.08,22.998,31.96,23.03594618272841,entry_trailing_normal_long,0.7089070098412337,0.7089070098412337,5891,0.010706915060269774
70,5898,2025-01-08 02:18:00,HYPE,1.4079599999999834,-0.14752736,1039.8012141239994,0.0,1039.8012141239994,96975.9,-31.96,23.08,0.0,23.03594618272841,close_trailing_long,0.0,0.0,5898,0.010722264130820126
71,5918,2025-01-08 02:38:00,HYPE,0.0,-0.009817892000000002,1039.7913962319994,0.0,1039.7913962319994,97025.4,2.14,22.939,2.14,22.939,entry_initial_normal_long,0.04721087342893065,0.04721087342893065,5918,0.01071669270347764
72,5946,2025-01-08 03:06:00,HYPE,0.0,-0.014050708,1039.7773455239994,0.0,1039.7773455239994,96554.7,3.17,22.162,5.31,22.475141242937852,entry_trailing_normal_long,0.11477745741792121,0.11477745741792121,5946,0.010768790597702645
73,5950,2025-01-08 03:10:00,HYPE,0.0,-0.035100200000000005,1039.7422453239994,0.0,1039.7422453239994,96456.0,7.87,22.3,13.18,22.370561456752654,entry_trailing_normal_long,0.2835741274589859,0.2835741274589859,5950,0.01077944602019573
74,5959,2025-01-08 03:19:00,HYPE,0.0,-0.0861273,1039.6561180239994,0.0,1039.6561180239994,96605.0,19.53,22.05,32.71,22.179165392846222,entry_trailing_normal_long,0.6978081381167355,0.6978081381167355,5959,0.010761928658185389
75,5963,2025-01-08 03:23:00,HYPE,6.765560000000038,-0.146449212,1046.2752288119993,0.0,1046.2752288119993,96646.7,-32.71,22.386,0.0,22.179165392846222,close_trailing_long,0.0,0.0,5963,0.010825772931843503
76,5966,2025-01-08 03:26:00,HYPE,0.0,-0.009895424000000002,1046.2653333879994,0.0,1046.2653333879994,96673.0,2.24,22.088,2.24,22.088,entry_initial_normal_long,0.047289266327676174,0.047289266327676174,5966,0.01082272540821118
77,5969,2025-01-08 03:29:00,HYPE,0.02688000000000102,-0.009900800000000001,1046.2823125879993,0.0,1046.2823125879993,96561.3,-2.24,22.1,0.0,22.088,close_trailing_long,0.0,0.0,5969,0.010835420738826002
78,5970,2025-01-08 03:30:00,HYPE,0.0,-0.009875712000000002,1046.2724368759993,0.0,1046.2724368759993,96534.0,2.24,22.044,2.24,22.044,entry_initial_normal_long,0.047194744179093945,0.047194744179093945,5970,0.01083838271361385
79,5979,2025-01-08 03:39:00,HYPE,0.3561599999999976,-0.009946944000000001,1046.6186499319995,0.0,1046.6186499319995,96479.9,-2.24,22.203,0.0,22.044,close_trailing_long,0.0,0.0,5979,0.010848048660207976
80,5983,2025-01-08 03:43:00,HYPE,0.0,-0.009887400000000001,1046.6087625319994,0.0,1046.6087625319994,96373.6,2.25,21.972,2.25,21.972,entry_initial_normal_long,0.04723541572535659,0.04723541572535659,5983,0.010859911454298682
81,5988,2025-01-08 03:48:00,HYPE,0.0,-0.014665986000000002,1046.5940965459995,0.0,1046.5940965459995,96243.8,3.33,22.021,5.58,22.001241935483872,entry_trailing_normal_long,0.11730137825653615,0.11730137825653615,5988,0.010874405380356963
82,5990,2025-01-08 03:50:00,HYPE,0.04887000000000313,-0.024563160000000004,1046.6184033859995,0.0,1046.6184033859995,96423.9,-5.58,22.01,0.0,22.001241935483872,close_trailing_long,0.0,0.0,5990,0.010854346312335422
83,5991,2025-01-08 03:51:00,HYPE,0.0,-0.00989428,1046.6085091059995,0.0,1046.6085091059995,96254.9,2.26,21.89,2.26,21.89,entry_initial_normal_long,0.04726829523128746,0.04726829523128746,5991,0.01087330109018865
84,5996,2025-01-08 03:56:00,HYPE,0.0,-0.0146127,1046.5938964059994,0.0,1046.5938964059994,96396.6,3.35,21.81,5.61,21.842228163992868,entry_trailing_normal_long,0.11707970056082355,0.11707970056082355,5996,0.010857166086832931
85,5999,2025-01-08 03:59:00,HYPE,1.2890200000000076,-0.024764784,1047.8581516219995,0.0,1047.8581516219995,96485.6,-5.61,22.072,0.0,21.842228163992868,close_trailing_long,0.0,0.0,5999,0.01086025429309658
86,6006,2025-01-08 04:06:00,HYPE,0.0,-0.009881764,1047.8482698579994,0.0,1047.8482698579994,96397.4,2.27,21.766,2.27,21.766,entry_initial_normal_long,0.047152647402563065,0.047152647402563065,6006,0.010870088507138154
87,6008,2025-01-08 04:08:00,HYPE,0.020430000000000774,-0.00988585,1047.8588140079994,0.0,1047.8588140079994,96430.4,-2.27,21.775,0.0,21.766,close_trailing_long,0.0,0.0,6008,0.010866477936501346
88,6036,2025-01-08 04:36:00,HYPE,0.0,-0.0098856,1047.8489284079994,0.0,1047.8489284079994,96329.4,2.25,21.968,2.25,21.968,entry_initial_normal_long,0.04717092193346624,0.04717092193346624,6036,0.010877768660533539
89,6048,2025-01-08 04:48:00,HYPE,0.0,-0.014390262,1047.8345381459994,0.0,1047.8345381459994,96264.8,3.33,21.607,5.58,21.752564516129034,entry_trailing_normal_long,0.11583824123106706,0.11583824123106706,6048,0.010884918871134614
90,6071,2025-01-08 05:11:00,HYPE,0.0,-0.035658586000000006,1047.7988795599995,0.0,1047.7988795599995,96167.5,8.27,21.559,13.85,21.63698483754513,entry_trailing_normal_long,0.28600168013716615,0.28600168013716615,6071,0.010895561177736756
91,6077,2025-01-08 05:17:00,HYPE,1.7176099999999617,-0.06027796999999999,1049.4562115899994,0.0,1049.4562115899994,96399.6,-13.85,21.761,0.0,21.63698483754513,close_trailing_long,0.0,0.0,6077,0.01088652039624645
92,6105,2025-01-08 05:45:00,HYPE,0.0,-0.009920526,1049.4462910639993,0.0,1049.4462910639993,96553.2,2.31,21.473,2.31,21.473,entry_initial_normal_long,0.04726552508914917,0.04726552508914917,6105,0.01086909901550647
93,6121,2025-01-08 06:01:00,HYPE,0.0,-0.01460682,1049.4316842439994,0.0,1049.4316842439994,96462.7,3.42,21.355,5.73,21.402570680628273,entry_trailing_normal_long,0.11686013662561213,0.11686013662561213,6121,0.010879144832603684
94,6124,2025-01-08 06:04:00,HYPE,0.05402999999999175,-0.024538152,1049.4611760919993,0.0,1049.4611760919993,96579.9,-5.73,21.412,0.0,21.402570680628273,close_trailing_long,0.0,0.0,6124,0.010866248319702126
95,6132,2025-01-08 06:12:00,HYPE,0.0,-0.009911304000000001,1049.4512647879992,0.0,1049.4512647879992,96502.0,2.34,21.178,2.34,21.178,entry_initial_normal_long,0.04722136383342295,0.04722136383342295,6132,0.010874917253404066
96,6139,2025-01-08 06:19:00,HYPE,0.0,-0.014451856,1049.4368129319992,0.0,1049.4368129319992,96274.4,3.47,20.824,5.81,20.966574870912222,entry_trailing_normal_long,0.11607730784634991,0.11607730784634991,6139,0.010900476273360304
97,6143,2025-01-08 06:23:00,HYPE,0.0,-0.03582621,1049.400986721999,0.0,1049.400986721999,96263.5,8.61,20.805,14.42,20.87010055478502,entry_trailing_normal_long,0.28677965220907975,0.28677965220907975,6143,0.010901338375625227
98,6146,2025-01-08 06:26:00,HYPE,1.700110000000024,-0.060529392,1051.040567329999,0.0,1051.040567329999,96246.0,-14.42,20.988,0.0,20.87010055478502,close_trailing_long,0.0,0.0,6146,0.010920355831203364
99,6147,2025-01-08 06:27:00,HYPE,0.0,-0.009935548,1051.030631781999,0.0,1051.030631781999,96235.8,2.38,20.873,2.38,20.873,entry_initial_normal_long,0.047265739454018095,0.047265739454018095,6147,0.010921410034332328
100,6149,2025-01-08 06:29:00,HYPE,0.11186000000000142,-0.00995792,1051.132533861999,0.0,1051.132533861999,96162.7,-2.38,20.92,0.0,20.873,close_trailing_long,0.0,0.0,6149,0.010930771846693147
101,6171,2025-01-08 06:51:00,HYPE,0.0,-0.009919552,1051.122614309999,0.0,1051.122614309999,95506.5,2.36,21.016,2.36,21.016,entry_initial_normal_long,0.04718551320728461,0.04718551320728461,6171,0.011005770437718889
102,6176,2025-01-08 06:56:00,HYPE,0.21004000000000517,-0.009961560000000001,1051.322692749999,0.0,1051.322692749999,95258.5,-2.36,21.105,0.0,21.016,close_trailing_long,0.0,0.0,6176,0.01103652369867255
103,6176,2025-01-08 06:56:00,HYPE,0.0,-0.014744100000000001,1051.3079486499992,0.0,1051.3079486499992,95258.5,3.5,21.063,3.5,21.063,entry_trailing_normal_long,0.07012265064167511,0.07012265064167511,6176,0.011036368918784142
104,6179,2025-01-08 06:59:00,HYPE,0.0,-0.021912180000000003,1051.286036469999,0.0,1051.286036469999,95239.2,5.19,21.11,8.69,21.09107019562716,entry_trailing_normal_long,0.17434018301567195,0.17434018301567195,6179,0.011038375337781072
105,6182,2025-01-08 07:02:00,HYPE,1.2246799999999658,-0.036901216,1052.4738152539992,0.0,1052.4738152539992,95290.2,-8.69,21.232,0.0,21.09107019562716,close_trailing_long,0.0,0.0,6182,0.011044932377663172
106,6301,2025-01-08 09:01:00,HYPE,0.0,-0.009919364,1052.463895889999,0.0,1052.463895889999,95909.5,2.29,21.658,2.29,21.658,entry_initial_normal_long,0.04712448587897569,0.04712448587897569,6301,0.010973510401889272
107,6306,2025-01-08 09:06:00,HYPE,0.23358000000000073,-0.009966080000000002,1052.6875098099993,0.0,1052.6875098099993,96003.1,-2.29,21.76,0.0,21.658,close_trailing_long,0.0,0.0,6306,0.01096514081118213
108,6308,2025-01-08 09:08:00,HYPE,0.0,-0.009916616000000001,1052.6775931939992,0.0,1052.6775931939992,95981.1,2.29,21.652,2.29,21.652,entry_initial_normal_long,0.04710186701092086,0.04710186701092086,6308,0.010967550832340942
109,6315,2025-01-08 09:15:00,HYPE,0.0,-0.014604120000000002,1052.6629890739991,0.0,1052.6629890739991,95947.5,3.39,21.54,5.68,21.585154929577463,entry_trailing_normal_long,0.11647002057880967,0.11647002057880967,6315,0.010971239366049133
110,6319,2025-01-08 09:19:00,HYPE,0.8113600000000178,-0.024683008000000003,1053.449666065999,0.0,1053.449666065999,96015.8,-5.68,21.728,0.0,21.585154929577463,close_trailing_long,0.0,0.0,6319,0.010971628274367333
111,6324,2025-01-08 09:24:00,HYPE,0.0,-0.009955176,1053.439710889999,0.0,1053.439710889999,95925.9,2.31,21.548,2.31,21.548,entry_initial_normal_long,0.04725081035529486,0.04725081035529486,6324,0.010981806903974831
112,6346,2025-01-08 09:46:00,HYPE,0.0,-0.014741567999999998,1053.424969321999,0.0,1053.424969321999,95723.3,3.42,21.552,5.73,21.55038743455497,entry_trailing_normal_long,0.11722118195041083,0.11722118195041083,6346,0.011004896084046402
113,6356,2025-01-08 09:56:00,HYPE,0.0,-0.036569826,1053.388399495999,0.0,1053.388399495999,95544.7,8.49,21.537,14.22,21.54239451476793,entry_trailing_normal_long,0.29080712313384793,0.29080712313384793,6356,0.01102508458863756
114,6362,2025-01-08 10:02:00,HYPE,0.0,-0.09098026000000001,1053.297419235999,0.0,1053.297419235999,95530.0,21.07,21.59,35.29,21.57081751204307,entry_trailing_normal_long,0.7227152901904527,0.7227152901904527,6362,0.011025828736899394
