,balance,equity
0,999.99596072,1000.0
60,999.99596072,1000.0
120,999.99596072,1000.0
180,999.99596072,1000.0
240,999.99596072,1000.0
300,999.99596072,1000.0
360,999.99596072,1000.0
420,999.99596072,1000.0
480,999.99596072,1000.0
540,999.99596072,1000.0
600,999.99596072,1000.0
660,999.99596072,1000.0
720,999.99596072,1000.0
780,999.99596072,1000.0
840,999.99596072,1000.0
900,999.99596072,1000.0
960,999.99596072,1000.0
1020,999.99596072,1000.0
1080,999.99596072,1000.0
1140,999.99596072,1000.0
1200,999.99596072,1000.0
1260,999.99596072,1000.0
1320,999.99596072,1000.0
1380,999.99596072,1000.0
1440,999.99596072,1000.0
1500,999.99596072,1000.0
1560,999.99596072,1000.0
1620,999.99596072,1000.0
1680,999.99596072,1000.0
1740,999.99596072,1000.0
1800,999.99596072,1000.0
1860,999.99596072,1000.0
1920,999.99596072,1000.0
1980,999.99596072,1000.0
2040,999.99596072,1000.0
2100,999.99596072,1000.0
2160,999.99596072,1000.0
2220,999.99596072,1000.0
2280,999.99596072,1000.0
2340,999.99596072,1000.0
2400,999.99596072,1000.0
2460,999.99596072,1000.0
2520,999.99596072,1000.0
2580,999.99596072,1000.0
2640,999.99596072,1000.0
2700,999.99596072,1000.0
2760,999.99596072,1000.0
2820,999.99596072,1000.0
2880,999.99596072,1000.0
2940,999.99596072,1000.0
3000,999.99596072,1000.0
3060,999.99596072,1000.0
3120,999.99596072,1000.0
3180,999.99596072,1000.0
3240,999.99596072,1000.0
3300,999.99596072,1000.44116072
3360,999.99596072,1000.42856072
3420,999.99596072,1000.0645607199999
3480,999.99596072,1000.60496072
3540,999.26297168,1000.28436072
3600,999.26297168,999.5135716799999
3660,999.26297168,999.89157168
3720,999.26297168,999.89157168
3780,999.26297168,999.87197168
3840,999.26297168,999.87617168
3900,999.26297168,1000.40677168
3960,999.26297168,1000.38297168
4020,999.26297168,1000.50057168
4080,999.26297168,1000.9247716799999
4140,999.26297168,1000.54957168
4200,999.26297168,1000.62517168
4260,999.26297168,1000.48517168
4320,999.26297168,1000.30177168
4380,999.26297168,999.92237168
4440,999.26297168,1000.05397168
4500,999.26297168,1000.0189716799999
4560,999.26297168,1000.37037168
4620,999.26297168,1000.67277168
4680,999.26297168,1000.71617168
4740,999.26297168,1000.82957168
4800,999.26297168,1000.85197168
4860,999.26297168,1000.77637168
4920,999.26297168,1000.96817168
4980,999.26297168,1000.84357168
5040,999.26297168,1000.73157168
5100,999.26297168,1000.72037168
5160,999.26297168,1000.72177168
5220,999.26297168,1000.87437168
5280,999.26297168,1000.6475716799999
5340,999.26297168,1000.64617168
5400,999.26297168,1000.67697168
5460,999.26297168,1000.4655716799999
5520,999.26297168,1000.75117168
5580,999.26297168,1000.7553716799999
5640,999.26297168,1001.30417168
5700,999.26297168,1001.3545716799999
5760,999.26297168,1001.2649716799999
5820,999.26297168,1001.96637168
5880,999.26297168,1002.0027716799999
5940,999.26297168,1001.59537168
6000,999.26297168,1001.80957168
6060,999.26297168,1002.4927716799999
6120,1001.0115263199999,1002.37657168
6180,1001.0115263199999,1001.0115263199999
6240,1001.0115263199999,1001.0115263199999
6300,1001.0115263199999,1001.0115263199999
6360,1001.0075867999999,1001.0115263199999
6420,1001.0075867999999,1001.5860867999999
6480,1001.0075867999999,1001.2480867999999
6540,1001.0075867999999,1001.1180867999999
6600,1001.0075867999999,1001.4066867999999
6660,1001.0075867999999,1001.4105867999999
6720,1001.0075867999999,1001.7017867999999
6780,1001.0075867999999,1001.6718867999999
6840,1001.0075867999999,1001.7342868
6900,1001.0075867999999,1001.8096867999999
6960,1001.0075867999999,1001.7524867999999
7020,1001.0075867999999,1001.8369867999999
