,minute,symbol,pnl,fee_paid,balance,qty,price,psize,pprice,type
0,3264,LINKUSDT,0.0,-0.00403928,999.99596072,1.4,14.426,1.4,14.426,entry_initial_normal_long
1,3593,LINKUSDT,-0.725200000000001,-0.00389424,999.26686648,-1.4,13.908,0.0,14.426,close_trailing_long
2,3594,LINKUSDT,0.0,-0.0038948000000000003,999.26297168,1.4,13.91,1.4,13.91,entry_initial_normal_long
3,6130,LINKUSDT,1.7528000000000008,-0.00424536,1001.0115263199999,-1.4,15.162,0.0,13.91,close_trailing_long
4,6386,LINKUSDT,0.0,-0.00393952,1001.0075867999999,1.3,15.152,1.3,15.152,entry_initial_normal_long
5,8411,LINKUSDT,-0.3847999999999992,-0.00386256,1000.61892424,-1.3,14.856,0.0,15.152,close_trailing_long
6,8415,LINKUSDT,0.0,-0.0038246000000000005,1000.6150996399999,1.3,14.71,1.3,14.71,entry_initial_normal_long
7,8595,LINKUSDT,0.0,-0.0013887,1000.6137109399999,0.5,13.887,1.8,14.481388888888889,entry_grid_normal_long
8,8820,LINKUSDT,0.0,-0.00217408,1000.6115368599999,0.8,13.588,2.6,14.206499999999998,entry_grid_normal_long
9,8827,LINKUSDT,0.0,-0.0029048800000000003,1000.6086319799999,1.1,13.204,3.7,13.908459459459458,entry_grid_normal_long
10,8850,LINKUSDT,0.0,-0.00408352,1000.6045484599999,1.6,12.761,5.3,13.562056603773584,entry_grid_normal_long
11,8852,LINKUSDT,0.0,-0.00537504,1000.5991734199999,2.2,12.216,7.5,13.167213333333333,entry_grid_normal_long
12,8861,LINKUSDT,0.0,-0.0020826,1000.59709082,0.9,11.57,8.4,12.996083333333331,entry_grid_cropped_long
13,8868,LINKUSDT,0.0,-0.008853840000000002,1000.5882369799999,3.6,12.297,12.0,12.786358333333332,entry_trailing_normal_long
14,9058,LINKUSDT,0.0,-0.013257959999999997,1000.5749790199999,5.1,12.998,17.1,12.849479532163741,entry_trailing_normal_long
15,9227,LINKUSDT,0.0,-0.01792224,1000.5570567799999,7.2,12.446,24.3,12.729930041152262,entry_trailing_normal_long
16,9844,LINKUSDT,0.0,-0.023014960000000004,1000.53404182,9.4,12.242,33.7,12.593830860534123,entry_trailing_cropped_long
17,9845,LINKUSDT,-0.25048160237388545,-0.0017130399999999999,1000.2818471776261,-0.7,12.236,33.0,12.593830860534123,close_unstuck_long
18,9846,LINKUSDT,-0.2364816023738857,-0.0017158400000000002,1000.0436497352522,-0.7,12.256,32.3,12.593830860534123,close_unstuck_long
19,9847,LINKUSDT,-0.24768160237388573,-0.0017136,999.7942545328783,-0.7,12.24,31.6,12.593830860534123,close_unstuck_long
20,9848,LINKUSDT,-0.276381602373886,-0.0017078599999999998,999.5161650705044,-0.7,12.199,30.9,12.593830860534123,close_unstuck_long
21,9849,LINKUSDT,-0.25888160237388574,-0.0017113599999999999,999.2555721081305,-0.7,12.224,30.2,12.593830860534123,close_unstuck_long
22,9850,LINKUSDT,-0.25118160237388626,-0.0017128999999999998,999.0026776057566,-0.7,12.235,29.5,12.593830860534123,close_unstuck_long
23,9851,LINKUSDT,-0.25398160237388595,-0.0017123400000000001,998.7469836633827,-0.7,12.231,28.8,12.593830860534123,close_unstuck_long
24,12351,LINKUSDT,0.0,-0.012172060000000002,998.7348116033827,4.7,12.949,33.5,12.643660560697992,entry_trailing_cropped_long
25,12352,LINKUSDT,0.1760036635812046,-0.00155244,998.9092628269639,-0.6,12.937,32.9,12.643660560697992,close_unstuck_long
26,12353,LINKUSDT,0.1634036635812052,-0.00154992,999.0711165705451,-0.6,12.916,32.3,12.643660560697992,close_unstuck_long
27,12354,LINKUSDT,0.1664036635812046,-0.00155052,999.2359697141263,-0.6,12.921,31.7,12.643660560697992,close_unstuck_long
28,12355,LINKUSDT,0.16940366358120507,-0.00155112,999.4038222577076,-0.6,12.926,31.1,12.643660560697992,close_unstuck_long
29,12356,LINKUSDT,0.1562036635812049,-0.00154848,999.5584774412888,-0.6,12.904,30.5,12.643660560697992,close_unstuck_long
30,12357,LINKUSDT,0.158003663581205,-0.00154884,999.71493226487,-0.6,12.907,29.9,12.643660560697992,close_unstuck_long
31,12358,LINKUSDT,0.167603663581205,-0.00155076,999.8809851684512,-0.6,12.923,29.3,12.643660560697992,close_unstuck_long
32,12359,LINKUSDT,0.17420366358120454,-0.00155208,1000.0536367520324,-0.6,12.934,28.7,12.643660560697992,close_unstuck_long
33,14442,LINKUSDT,0.0,-0.012257520000000001,1000.0413792320323,4.4,13.929,33.1,12.814521392508532,entry_trailing_cropped_long
34,14444,LINKUSDT,0.6320871644948812,-0.00166416,1000.6718022365272,-0.6,13.868,32.5,12.814521392508532,close_unstuck_long
35,14445,LINKUSDT,0.6320871644948812,-0.00166416,1001.3022252410221,-0.6,13.868,31.9,12.814521392508532,close_unstuck_long
36,14446,LINKUSDT,0.5930871644948815,-0.0016563600000000002,1001.893656045517,-0.6,13.803,31.3,12.814521392508532,close_unstuck_long
37,14447,LINKUSDT,0.6218871644948816,-0.0016621200000000002,1002.5138810900119,-0.6,13.851,30.7,12.814521392508532,close_unstuck_long
38,14448,LINKUSDT,0.6164871644948814,-0.00166104,1003.1287072145068,-0.6,13.842,30.1,12.814521392508532,close_unstuck_long
39,14449,LINKUSDT,0.6212871644948809,-0.0016619999999999998,1003.7483323790017,-0.6,13.85,29.5,12.814521392508532,close_unstuck_long
40,14450,LINKUSDT,0.6368871644948807,-0.00166512,1004.3835544234965,-0.6,13.876,28.9,12.814521392508532,close_unstuck_long
41,14451,LINKUSDT,0.7034871644948811,-0.0016784399999999998,1005.0853631479914,-0.6,13.987,28.3,12.814521392508532,close_unstuck_long
