,minute,symbol,pnl,fee_paid,balance,qty,price,psize,pprice,type
0,85172,CRVUSDT,0.0,-0.04827794,999.95172206,479.9,0.503,479.9,0.503,entry_initial_normal_long
1,85172,FTMUSDT,0.0,-0.048284280000000006,999.90343778,13563.0,0.0178,13563.0,0.0178,entry_initial_normal_long
2,85172,ZILUSDT,0.0,-0.048281936,999.855155844,10042.0,0.02404,10042.0,0.02404,entry_initial_normal_long
3,85174,CRVUSDT,0.0,-0.030000000000000002,999.825155844,300.0,0.5,779.9,0.5018460058981921,entry_trailing_cropped_long
4,85174,ZILUSDT,0.0,-0.029990328,999.795165516,6044.0,0.02481,16086.0,0.02432931244560487,entry_trailing_cropped_long
5,85176,FTMUSDT,0.0,-0.0299833148,999.7651822012,8126.0,0.018449,21689.0,0.01804315431785698,entry_trailing_cropped_long
6,85178,SNXUSDT,0.0,-0.048285600000000005,999.7168966012,68.2,3.54,68.2,3.54,entry_initial_normal_long
7,85183,SNXUSDT,0.0,-0.029985280000000003,999.6869113212,42.4,3.536,110.6,3.538466546112116,entry_trailing_cropped_long
8,85196,SNXUSDT,34.45559999999997,-0.085162,1034.0573493212,-110.6,3.85,0.0,3.538466546112116,close_trailing_long
9,85197,CRVUSDT,0.0,-0.0026750000000000003,1034.0546743212,25.0,0.535,804.9,0.5028757609640949,entry_trailing_cropped_long
10,85197,FTMUSDT,0.0,-0.0026852003999999997,1034.0519891208,706.0,0.019017,22395.0,0.018073854699709756,entry_trailing_cropped_long
11,85197,ZILUSDT,0.0,-0.00267904,1034.0493100808,520.0,0.02576,16606.0,0.024374112971215223,entry_trailing_cropped_long
12,85214,ZILUSDT,35.634599999999985,-0.08807822400000001,1069.5958318568,-16606.0,0.02652,0.0,0.024374112971215223,close_trailing_long
13,85215,CRVUSDT,0.0,-0.0027760800000000006,1069.5930557768,25.8,0.538,830.7,0.5039666546286264,entry_trailing_cropped_long
14,85215,FTMUSDT,0.0,-0.0027787394,1069.5902770374,727.0,0.019111,23122.0,0.0181064645359398,entry_trailing_cropped_long
15,85509,CRVUSDT,0.5690535692789224,-0.00208936,1070.157241246679,-19.6,0.533,811.1,0.5039666546286264,close_unstuck_long
16,85510,CRVUSDT,0.605150234741785,-0.0020865000000000002,1070.7603049814206,-19.5,0.535,791.6,0.5039666546286264,close_unstuck_long
17,85511,CRVUSDT,0.644150234741785,-0.0020943000000000003,1071.4023609161625,-19.5,0.537,772.1,0.5039666546286264,close_unstuck_long
