,index,timestamp,coin,pnl,fee_paid,usd_total_balance,btc_cash_wallet,usd_cash_wallet,btc_price,qty,price,psize,pprice,type,liquidity,wallet_exposure,twe_long,twe_short,twe_net,minute,btc_total_balance
0,4126,2025-01-06 20:46:00,HYPE,0.0,-0.12023559200000003,999.879764408,0.0,999.879764408,101852.0,11.63,25.846,11.63,25.846,entry_initial_normal_long,maker,0.30062512583997547,0.30062512583997547,0.0,0.30062512583997547,4126,0.009816987044024663
1,4448,2025-01-07 02:08:00,HYPE,-0.9187700000000073,-0.16481861550000002,998.7961757925,0.0,998.7961757925,101888.0,-11.63,25.767,0.0,25.846,close_trailing_long,taker,0.0,0.0,0.0,0.0,4448,0.00980288332082777
2,4506,2025-01-07 03:06:00,HYPE,0.0,-0.12004626000000002,998.6761295325,0.0,998.6761295325,101727.5,11.65,25.761,11.65,25.761,entry_initial_normal_long,maker,0.30051349093573515,0.30051349093573515,0.0,0.30051349093573515,4506,0.009817169688948416
3,4514,2025-01-07 03:14:00,HYPE,1.328100000000009,-0.16579406250000003,999.83843547,0.0,999.83843547,101624.796875,-11.65,25.875,0.0,25.761,close_trailing_long,taker,0.0,0.0,0.0,0.0,4514,0.0098385282550657
4,4648,2025-01-07 05:28:00,HYPE,0.0,-0.12019753200000001,999.718237938,0.0,999.718237938,101649.8984375,11.83,25.401,11.83,25.401,entry_initial_normal_long,maker,0.3005785216240457,0.3005785216240457,0.0,0.3005785216240457,4648,0.009834916249844384
5,4652,2025-01-07 05:32:00,HYPE,1.8454799999999858,-0.1662866205,1001.3974313174999,0.0,1001.3974313174999,101660.203125,-11.83,25.557,0.0,25.401,close_trailing_long,taker,0.0,0.0,0.0,0.0,4652,0.00985043704945381
6,5013,2025-01-07 11:33:00,HYPE,0.0,-0.12035378400000002,1001.2770775334999,0.0,1001.2770775334999,101154.203125,11.74,25.629,11.74,25.629,entry_initial_normal_long,maker,0.30050069731066353,0.30050069731066353,0.0,0.30050069731066353,5013,0.00989852172821909
7,6425,2025-01-08 11:05:00,HYPE,0.0,-0.21094689000000003,1001.0661306435,0.0,1001.0661306435,95915.203125,17.23,22.26,28.97,23.625276492923717,entry_trailing_normal_long,taker,0.6836953514350168,0.6836953514350168,0.0,0.6836953514350168,6425,0.010436991196681053
8,6835,2025-01-08 17:55:00,HYPE,0.0,-0.5081310080000001,1000.5579996355,0.0,1000.5579996355,93843.1015625,42.52,21.728,71.49,22.496836200867257,entry_trailing_normal_long,taker,1.6074018903310934,1.6074018903310934,0.0,1.6074018903310934,6835,0.01066203037811067
9,6844,2025-01-08 18:04:00,HYPE,2.990322562596059,-0.307016732,1003.241305466096,0.0,1003.241305466096,94385.796875,-24.68,22.618,46.81,22.496836200867257,close_trailing_long,taker,1.0496745865874684,1.0496745865874684,0.0,1.0496745865874684,6844,0.01062915543103101
10,6846,2025-01-08 18:06:00,HYPE,0.7957323905440571,-0.222946984,1003.81409087264,0.0,1003.81409087264,94421.8984375,-24.74,22.529,22.07,22.496836200867257,close_trailing_long,maker,0.4946186544577357,0.4946186544577357,0.0,0.4946186544577357,6846,0.010631157681468217
11,6864,2025-01-08 18:24:00,HYPE,5.808025046859671,-0.27627226000000005,1009.3458436594997,0.0,1009.3458436594997,94737.796875,-22.07,22.76,0.0,22.496836200867257,close_trailing_long,taker,0.0,0.0,0.0,0.0,6864,0.010654098754177934
12,6892,2025-01-08 18:52:00,HYPE,0.0,-0.12134273600000002,1009.2245009234997,0.0,1009.2245009234997,93998.203125,13.43,22.588,13.43,22.588,entry_initial_normal_long,maker,0.30058410167649585,0.30058410167649585,0.0,0.30058410167649585,6892,0.010736636099111598
13,6915,2025-01-08 19:15:00,HYPE,6.325530000000001,-0.1703253035,1015.3797056199996,0.0,1015.3797056199996,94399.8984375,-13.43,23.059,0.0,22.588,close_trailing_long,taker,0.0,0.0,0.0,0.0,6915,0.010756152521628603
