,index,timestamp,coin,pnl,fee_paid,usd_total_balance,btc_cash_wallet,usd_cash_wallet,btc_price,qty,price,psize,pprice,type,liquidity,wallet_exposure,twe_long,twe_short,twe_net,minute,btc_total_balance
0,36290,2020-10-02 00:02:00,ETH,0.0,-0.024406315000000005,999.975593685,0.0,999.975593685,10595.900390625,0.139,351.17,0.139,351.17,entry_initial_normal_long,taker,0.0488138213655006,0.0488138213655006,0.0,0.0488138213655006,36290,0.09437381976238231
1,36364,2020-10-02 01:16:00,ETH,0.30996999999999464,-0.01964904,1000.2659146450001,0.0,1000.2659146450001,10610.2001953125,-0.139,353.4,0.0,351.17,close_grid_long,maker,0.0,0.0,0.0,0.0,36364,0.09427399071008193
2,36402,2020-10-02 01:54:00,ETH,0.0,-0.024438285,1000.2414763600001,0.0,1000.2414763600001,10584.5400390625,0.139,351.63,0.139,351.63,entry_initial_normal_long,taker,0.04886477031313254,0.04886477031313254,0.0,0.04886477031313254,36402,0.09450023077701863
3,36528,2020-10-02 04:00:00,ETH,0.3099700000000026,-0.019674616000000002,1000.5317717440001,0.0,1000.5317717440001,10648.990234375,-0.139,353.86,0.0,351.63,close_grid_long,maker,0.0,0.0,0.0,0.0,36528,0.09395555350537162
4,36583,2020-10-02 04:55:00,ETH,0.0,-0.02446539,1000.5073063540001,0.0,1000.5073063540001,10610.7998046875,0.139,352.02,0.139,352.02,entry_initial_normal_long,taker,0.048905969690827306,0.048905969690827306,0.0,0.048905969690827306,36583,0.09429141297265915
5,40370,2020-10-04 20:02:00,ETH,0.3113600000000013,-0.019696856000000002,1000.7989694980001,0.0,1000.7989694980001,10677.330078125,-0.139,354.26,0.0,352.02,close_grid_long,maker,0.0,0.0,0.0,0.0,40370,0.09373120079413581
6,40839,2020-10-05 03:51:00,ETH,0.0,-0.019524496000000002,1000.7794450020001,0.0,1000.7794450020001,10664.2802734375,0.139,351.16,0.139,351.16,entry_initial_normal_long,maker,0.04877322395435735,0.04877322395435735,0.0,0.04877322395435735,40839,0.09384406817352065
7,41388,2020-10-05 13:00:00,ETH,0.30996999999999464,-0.019648484000000004,1001.0697665180002,0.0,1001.0697665180002,10719.7197265625,-0.139,353.39,0.0,351.16,close_grid_long,maker,0.0,0.0,0.0,0.0,41388,0.09338581530610725
8,41669,2020-10-05 17:41:00,ETH,0.0,-0.024457745000000003,1001.0453087730002,0.0,1001.0453087730002,10709.6904296875,0.139,351.91,0.139,351.91,entry_initial_normal_long,taker,0.04886441160186508,0.04886441160186508,0.0,0.04886441160186508,41669,0.09347098455788044
9,42048,2020-10-06 00:00:00,ETH,0.30996999999999464,-0.019690184000000003,1001.3355885890003,0.0,1001.3355885890003,10792.0,-0.139,354.14,0.0,351.91,close_grid_long,maker,0.0,0.0,0.0,0.0,42048,0.09278498782329506
10,42102,2020-10-06 00:54:00,ETH,0.0,-0.024475815000000005,1001.3111127740003,0.0,1001.3111127740003,10743.4697265625,0.139,352.17,0.139,352.17,entry_initial_normal_long,taker,0.0488875329310847,0.0488875329310847,0.0,0.0488875329310847,42102,0.09320183686079801
11,42214,2020-10-06 02:46:00,ETH,0.3113600000000013,-0.019705196000000005,1001.6027675780003,0.0,1001.6027675780003,10784.7998046875,-0.139,354.41,0.0,352.17,close_grid_long,maker,0.0,0.0,0.0,0.0,42214,0.09287170700587917
12,42430,2020-10-06 06:22:00,ETH,0.0,-0.024527245000000003,1001.5782403330004,0.0,1001.5782403330004,10736.849609375,0.139,352.91,0.139,352.91,entry_initial_normal_long,taker,0.048977192219841544,0.048977192219841544,0.0,0.048977192219841544,42430,0.0932841826766821
13,47009,2020-10-09 10:41:00,ETH,0.3502799999999975,-0.024702385000000004,1001.9038179480004,0.0,1001.9038179480004,10977.330078125,-0.139,355.43,0.0,352.91,close_grid_long,taker,0.0,0.0,0.0,0.0,47009,0.0912702643372761
14,48394,2020-10-10 09:46:00,ETH,0.0,-0.019606224000000002,1001.8842117240005,0.0,1001.8842117240005,11307.9599609375,0.132,371.33,0.132,371.33,entry_initial_normal_long,maker,0.048923377997599216,0.048923377997599216,0.0,0.048923377997599216,48394,0.08859990795730922
15,48475,2020-10-10 11:07:00,ETH,0.3115200000000018,-0.019730832,1002.1760008920004,0.0,1002.1760008920004,11340.009765625,-0.132,373.69,0.0,371.33,close_grid_long,maker,0.0,0.0,0.0,0.0,48475,0.08837523261486943
16,48552,2020-10-10 12:24:00,ETH,0.0,-0.02455662,1002.1514442720004,0.0,1002.1514442720004,11303.0,0.132,372.07,0.132,372.07,entry_initial_normal_long,taker,0.049007802444148214,0.049007802444148214,0.0,0.049007802444148214,48552,0.08866242982146336
17,48588,2020-10-10 13:00:00,ETH,0.2903999999999985,-0.024701820000000003,1002.4171424520003,0.0,1002.4171424520003,11347.9296875,-0.132,374.27,0.0,372.07,close_grid_long,taker,0.0,0.0,0.0,0.0,48588,0.08833480379739975
18,48759,2020-10-10 15:51:00,ETH,0.0,-0.019509568,1002.3976328840004,0.0,1002.3976328840004,11334.990234375,0.131,372.32,0.131,372.32,entry_initial_normal_long,maker,0.04865725775875234,0.04865725775875234,0.0,0.04865725775875234,48759,0.08843392117304913
19,48845,2020-10-10 17:17:00,ETH,0.3091600000000018,-0.019633232,1002.6871596520003,0.0,1002.6871596520003,11364.9697265625,-0.131,374.68,0.0,372.32,close_grid_long,maker,0.0,0.0,0.0,0.0,48845,0.08822611795511379
20,48870,2020-10-10 17:42:00,ETH,0.0,-0.02441447,1002.6627451820003,0.0,1002.6627451820003,11335.0,0.131,372.74,0.131,372.74,entry_initial_normal_long,taker,0.04869926626339021,0.04869926626339021,0.0,0.04869926626339021,48870,0.08845723380520515
