,balance,equity
0,999.964924,1000.0
60,999.964924,1000.0
120,999.964924,1000.0
180,999.964924,1000.0
240,999.964924,1000.0
300,999.964924,1000.623524
360,999.964924,1001.363524
420,999.964924,1001.378324
480,999.964924,1000.904724
540,999.964924,1001.792724
600,999.964924,1000.438524
660,999.964924,998.233324
720,999.964924,995.917124
780,999.964924,999.3655239999999
840,999.964924,1000.793724
900,999.964924,997.678324
960,999.921274,990.8702740000001
1020,999.921274,991.366174
1080,999.921274,990.921574
1140,999.921274,992.375074
1200,999.921274,991.502974
1260,999.921274,995.931874
1320,999.921274,994.238974
1380,999.921274,996.137074
1440,999.5203493859649,1001.010574
1500,999.5203493859649,996.019995
1560,999.5203493859649,995.227895
1620,999.5203493859649,993.7326949999999
1680,999.5203493859649,995.174495
1740,999.5203493859649,995.3702949999999
1800,999.5203493859649,995.975495
1860,999.5203493859649,997.808895
1920,999.5203493859649,1001.600295
1980,999.5203493859649,997.435095
2040,999.5203493859649,994.275595
2100,999.5203493859649,995.1655949999999
2160,999.5203493859649,994.275595
2220,999.5203493859649,997.105795
2280,999.5203493859649,997.702095
2340,999.5203493859649,997.087995
2400,999.5203493859649,998.592095
2460,999.5203493859649,995.450395
2520,999.5203493859649,998.325095
2580,999.5203493859649,998.244995
2640,999.5203493859649,999.117195
2700,999.5203493859649,999.072695
2760,999.5203493859649,997.016795
2820,999.5203493859649,996.723095
2880,999.5203493859649,996.545095
2940,999.5203493859649,994.053095
3000,999.5203493859649,994.809595
3060,999.5203493859649,994.480295
3120,999.4697733859649,992.3798949999999
3180,999.4697733859649,983.841519
3240,999.4697733859649,989.807019
3300,999.4697733859649,985.0100189999999
3360,999.4697733859649,980.418019
3420,999.4697733859649,984.395019
3480,999.4697733859649,982.960019
3540,999.4697733859649,986.281019
3600,999.4697733859649,988.146519
3660,999.4697733859649,986.1785189999999
3720,999.4697733859649,983.841519
3780,999.4697733859649,985.1330189999999
3840,999.460502046872,990.0735189999999
3900,999.460502046872,997.0928464199999
3960,999.460502046872,995.2068464199999
4020,999.460502046872,995.7956464199999
4080,999.460502046872,992.6584464199999
4140,999.460502046872,992.5480464199999
4200,999.460502046872,992.4744464199999
4260,999.460502046872,993.6152464199998
4320,999.409622046872,989.6132464199999
4380,999.409622046872,995.2523664199998
4440,999.409622046872,998.3263664199999
4500,999.409622046872,1003.8171664199999
4560,999.409622046872,1009.0959664199999
4620,1005.5457951135511,1010.5799664199998
4680,1005.5457951135511,1010.7793739599999
4740,1005.5457951135511,1009.5063739599999
4800,1005.5457951135511,1010.9978739599999
4860,1005.5457951135511,1009.5633739599999
4920,1005.5457951135511,1009.5728739599999
4980,1005.5457951135511,1009.8768739599999
5040,1005.5457951135511,1010.05737396
5100,1005.5457951135511,1010.03837396
5160,1005.5457951135511,1006.8368739599999
5220,1005.5457951135511,1008.4233739599999
5280,1005.5457951135511,1006.18137396
5340,1005.5457951135511,1005.4878739599999
5400,1005.5457951135511,1006.12437396
5460,1005.5457951135511,1006.53287396
5520,1005.5457951135511,1006.7323739599999
5580,1005.5457951135511,1007.28337396
5640,1005.5457951135511,1006.7608739599999
5700,1005.5457951135511,1007.0838739599999
5760,1005.5457951135511,1008.92687396
5820,1005.5457951135511,1009.7723739599999
5880,1005.5457951135511,1011.1498739599999
5940,1005.5457951135511,1010.4183739599999
6000,1005.5457951135511,1009.65837396
6060,1005.5457951135511,1010.04787396
6120,1005.5457951135511,1009.71537396
6180,1005.5457951135511,1012.07137396
6240,1005.5457951135511,1012.7648739599999
6300,1005.5457951135511,1010.90287396
6360,1005.5457951135511,1010.1523739599999
6420,1005.5457951135511,1008.8318739599999
6480,1005.5457951135511,1008.6608739599999
6540,1005.5457951135511,1009.0503739599999
6600,1005.5457951135511,1009.72487396
6660,1005.5457951135511,1010.89337396
6720,1005.5457951135511,1012.3943739599999
6780,1005.5457951135511,1012.3753739599999
6840,1005.5457951135511,1013.4963739599999
6900,1005.5457951135511,1012.7553739599999
6960,1005.5457951135511,1011.32087396
7020,1005.5457951135511,1011.5203739599999
7080,1005.5457951135511,1007.1123739599999
7140,1005.5457951135511,1007.5968739599999
7200,1005.5457951135511,1009.29737396
7260,1005.5457951135511,1004.55687396
7320,1005.5457951135511,1005.79187396
7380,1005.5457951135511,1005.2313739599999
7440,1005.5457951135511,1000.23437396
7500,1005.5457951135511,999.1988739599999
7560,1005.5457951135511,999.01837396
7620,1005.5457951135511,999.87337396
7680,1005.494707113551,999.6263739599999
7740,1005.494707113551,995.29208596
7800,1005.494707113551,996.71558596
7860,1005.494707113551,1001.3364859599999
7920,1005.494707113551,996.43088596
7980,1004.5621224579361,1000.63568596
8040,1004.5621224579361,1004.33796596
8100,1004.5621224579361,1003.5049659599999
8160,1004.5621224579361,1004.48496596
8220,1004.5621224579361,1004.0439659599999
8280,1004.5621224579361,1002.64256596
8340,1004.5621224579361,1001.04516596
8400,1004.5621224579361,1003.73036596
8460,1004.5621224579361,1004.44576596
8520,1004.5621224579361,1001.85856596
8580,1004.5621224579361,999.42816596
8640,1004.5621224579361,999.58496596
8700,1004.5621224579361,999.3595659599999
8760,1004.5621224579361,998.13456596
8820,1004.5621224579361,1000.86876596
8880,1004.5621224579361,1000.38856596
8940,1004.5621224579361,997.92876596
9000,1004.5621224579361,998.79116596
9060,1004.5109224579361,999.33996596
9120,1004.5109224579361,988.59536596
9180,1004.5109224579361,986.17716596
9240,1004.3970524579361,982.69676596
9300,1004.3970524579361,957.0665959600001
9360,1004.3970524579361,936.5391959600001
9420,1004.3970524579361,992.1819959600001
9480,1004.3970524579361,969.8310959600001
9540,1004.3970524579361,955.9724959600001
9600,1004.3970524579361,956.9102959600001
9660,1004.3970524579361,961.5471959600002
9720,1004.3970524579361,950.3977959600002
9780,1004.3970524579361,960.4530959600002
