,minute,symbol,pnl,fee_paid,balance,qty,price,psize,pprice,type
0,58521,CRVUSDT,0.0,-0.064001,999.935999,780.5,0.41,780.5,0.41,entry_initial_normal_long
1,58523,CRVUSDT,0.0,-0.015997,999.9200020000001,188.2,0.425,968.7,0.412914214927222,entry_trailing_cropped_long
2,58530,CRVUSDT,20.425800000000024,-0.08408316,1020.2617188400001,-968.7,0.434,0.0,0.412914214927222,close_trailing_long
3,73786,RUNEUSDT,0.0,-0.065238,1020.19648084,415.0,0.786,415.0,0.786,entry_initial_normal_long
4,73788,RUNEUSDT,0.0,-0.016371,1020.18010984,102.0,0.8025,517.0,0.7892553191489362,entry_trailing_cropped_long
5,73794,RUNEUSDT,33.989999999999974,-0.088407,1054.08170284,-517.0,0.855,0.0,0.7892553191489362,close_trailing_long
6,82706,XRPUSDT,0.0,-0.067466912,1054.0142359279998,591.4,0.5704,591.4,0.5704,entry_initial_normal_long
7,82709,XRPUSDT,0.0,-0.016855480000000003,1053.9973804479998,141.5,0.5956,732.9,0.575265329512894,entry_trailing_cropped_long
8,82717,XRPUSDT,28.535219999999967,-0.09002943599999999,1082.4425710119997,-732.9,0.6142,0.0,0.575265329512894,close_trailing_long
9,85170,CRVUSDT,0.0,-0.06927426,1082.3732967519998,652.3,0.531,652.3,0.531,entry_initial_normal_long
10,85170,RUNEUSDT,0.0,-0.0692496,1082.3040471519998,458.0,0.756,458.0,0.756,entry_initial_normal_long
11,85170,ZILUSDT,0.0,-0.069277248,1082.234769904,13648.0,0.02538,13648.0,0.02538,entry_initial_normal_long
12,85171,XLMUSDT,0.0,-0.06926620800000001,1082.1655036959999,2136.0,0.16214,2136.0,0.16214,entry_initial_normal_long
13,85172,CRVUSDT,0.0,-0.017302460000000002,1082.1482012359997,169.3,0.511,821.6,0.5268787731256086,entry_trailing_cropped_long
14,85172,XRPUSDT,0.0,-0.069261696,1082.0789395399997,654.4,0.5292,654.4,0.5292,entry_initial_normal_long
15,85172,ZILUSDT,0.0,-0.017296162,1082.0616433779996,3497.0,0.02473,17145.0,0.02524742198891805,entry_trailing_cropped_long
16,85173,XLMUSDT,0.0,-0.01728304,1082.0443603379997,545.0,0.15856,2681.0,0.1614122491607609,entry_trailing_cropped_long
17,85174,RUNEUSDT,0.0,-0.017292599999999998,1082.0270677379997,117.0,0.739,575.0,0.7525408695652174,entry_trailing_cropped_long
18,85174,XRPUSDT,0.0,-0.017297820000000002,1082.0097699179996,155.5,0.5562,809.9,0.5343839733300407,entry_trailing_cropped_long
19,85189,XLMUSDT,31.817439999999966,-0.092912736,1113.7342971819996,-2681.0,0.17328,0.0,0.1614122491607609,close_trailing_long
20,85190,CRVUSDT,0.0,-0.00252642,1113.7317707619995,23.7,0.533,845.3,0.5270503963090029,entry_trailing_cropped_long
21,85190,RUNEUSDT,0.0,-0.0026248,1113.7291459619996,17.0,0.772,592.0,0.7530996621621622,entry_trailing_cropped_long
22,85190,XRPUSDT,0.0,-0.002534448,1113.7266115139996,22.8,0.5558,832.7,0.5349703614747207,entry_trailing_cropped_long
23,85190,ZILUSDT,0.0,-0.002527118,1113.7240843959996,493.0,0.02563,17638.0,0.02525811543258873,entry_trailing_cropped_long
24,85193,XRPUSDT,24.172980000000067,-0.09392856,1137.8031358359997,-832.7,0.564,0.0,0.5349703614747207,close_trailing_long
25,85194,CRVUSDT,0.0,-0.00192576,1137.8012100759997,17.7,0.544,863.0,0.5273980301274624,entry_trailing_cropped_long
26,85194,ZILUSDT,0.0,-0.0019224900000000002,1137.7992875859998,369.0,0.02605,18007.0,0.025274342755595047,entry_trailing_cropped_long
27,85195,RUNEUSDT,0.0,-0.0018888000000000002,1137.7973987859998,12.0,0.787,604.0,0.753773178807947,entry_trailing_cropped_long
28,85209,RUNEUSDT,23.693000000000016,-0.09579440000000002,1161.3946043859999,-604.0,0.793,0.0,0.753773178807947,close_trailing_long
29,85210,CRVUSDT,0.0,-0.0018851200000000003,1161.3927192659999,17.2,0.548,880.2,0.5278006134969326,entry_trailing_cropped_long
30,85210,ZILUSDT,0.0,-0.001887376,1161.3908318899998,358.0,0.02636,18365.0,0.025295506125782737,entry_trailing_cropped_long
31,85214,ZILUSDT,23.773380000000014,-0.09766506999999999,1185.0665468199998,-18365.0,0.02659,0.0,0.025295506125782737,close_trailing_long
32,85218,CRVUSDT,0.0,-0.0018920000000000002,1185.0646548199998,17.2,0.55,897.4,0.5282260976153333,entry_trailing_cropped_long
33,85472,XLMUSDT,0.0,-0.075853052,1184.9888017679998,2614.0,0.14509,2614.0,0.14509,entry_initial_normal_long
34,85474,XLMUSDT,0.0,-0.018935904,1184.9698658639998,624.0,0.15173,3238.0,0.14636960469425572,entry_trailing_cropped_long
35,85481,XLMUSDT,24.189139999999984,-0.099626784,1209.0593790799996,-3238.0,0.15384,0.0,0.14636960469425572,close_trailing_long
