,minute,symbol,pnl,fee_paid,balance,qty,price,psize,pprice,type
0,58514,SOLUSDT,0.0,-0.042586000000000006,999.957414,107.0,1.99,107.0,1.99,entry_initial_normal_long
1,58517,CRVUSDT,0.0,-0.04258296,999.91483104,499.8,0.426,499.8,0.426,entry_initial_normal_long
2,58519,SOLUSDT,0.0,-0.01067796,999.90415308,27.0,1.9774,134.0,1.9874611940298506,entry_trailing_cropped_long
3,58520,CRVUSDT,0.0,-0.010879960000000001,999.89327312,127.4,0.427,627.2,0.426203125,entry_trailing_cropped_long
4,58522,SOLUSDT,0.0,-0.001164,999.89210912,3.0,1.94,137.0,1.9864218978102188,entry_trailing_cropped_long
5,58540,SOLUSDT,24.87620000000004,-0.05940320000000001,1024.70890592,-137.0,2.168,0.0,1.9864218978102188,close_trailing_long
6,58541,CRVUSDT,0.0,-0.00132276,1024.70758316,14.6,0.453,641.8,0.4268127142411967,entry_trailing_cropped_long
7,58608,CRVUSDT,0.5721343720785284,-0.0013607200000000002,1025.2783568120785,-14.6,0.466,627.2,0.4268127142411967,close_unstuck_long
8,58621,CRVUSDT,0.0,-0.0012723600000000002,1025.2770844520785,13.8,0.461,641.0,0.4275487275695454,entry_trailing_cropped_long
9,58734,RUNEUSDT,0.0,-0.0436428,1025.2334416520785,486.0,0.449,486.0,0.449,entry_initial_normal_long
10,58736,RUNEUSDT,0.0,-0.0111315,1025.2223101520785,123.0,0.4525,609.0,0.44970689655172413,entry_trailing_cropped_long
11,58855,RUNEUSDT,0.4661034482758619,-0.0013524,1025.6870612003545,-14.0,0.483,595.0,0.44970689655172413,close_unstuck_long
12,58856,RUNEUSDT,0.47730344827586224,-0.00135464,1026.1630100086304,-14.0,0.4838,581.0,0.44970689655172413,close_unstuck_long
13,58858,RUNEUSDT,0.4731034482758619,-0.0013538,1026.6347596569062,-14.0,0.4835,567.0,0.44970689655172413,close_unstuck_long
14,58859,CRVUSDT,0.0,-0.0010062,1026.6337534569063,11.7,0.43,652.7,0.42759266795170603,entry_trailing_cropped_long
15,58859,RUNEUSDT,0.4661034482758619,-0.0013524,1027.0985045051823,-14.0,0.483,553.0,0.44970689655172413,close_unstuck_long
16,58860,RUNEUSDT,0.4661034482758619,-0.0013524,1027.5632555534582,-14.0,0.483,539.0,0.44970689655172413,close_unstuck_long
17,58861,RUNEUSDT,0.4661034482758619,-0.0013524,1028.0280066017342,-14.0,0.483,525.0,0.44970689655172413,close_unstuck_long
18,58863,RUNEUSDT,0.4731034482758619,-0.0013538,1028.49975625001,-14.0,0.4835,511.0,0.44970689655172413,close_unstuck_long
19,58864,RUNEUSDT,0.4731034482758619,-0.0013538,1028.9715058982858,-14.0,0.4835,497.0,0.44970689655172413,close_unstuck_long
20,58865,RUNEUSDT,0.4969034482758624,-0.0013585600000000002,1029.4670507865617,-14.0,0.4852,483.0,0.44970689655172413,close_unstuck_long
21,58866,RUNEUSDT,0.4885034482758618,-0.00135688,1029.9541973548376,-14.0,0.4846,469.0,0.44970689655172413,close_unstuck_long
22,58869,RUNEUSDT,0.48010344827586193,-0.0013552,1030.4329456031135,-14.0,0.484,455.0,0.44970689655172413,close_unstuck_long
23,58870,RUNEUSDT,0.48710344827586194,-0.0013566,1030.9186924513892,-14.0,0.4845,441.0,0.44970689655172413,close_unstuck_long
24,58874,RUNEUSDT,0.48010344827586193,-0.0013552,1031.3974406996651,-14.0,0.484,427.0,0.44970689655172413,close_unstuck_long
25,58885,RUNEUSDT,0.0,-0.01673,1031.380710699665,175.0,0.478,602.0,0.45793163592622294,entry_trailing_cropped_long
