,balance,equity
0,999.9920363178,1000.0
60,999.9920363178,1000.0
120,999.9920363178,1000.0
180,999.9920363178,1000.0
240,999.9920363178,1000.0
300,999.9920363178,1000.0
360,999.9920363178,1000.0
420,999.9920363178,1000.0
480,999.9920363178,1000.0
540,999.9920363178,1000.0
600,999.9920363178,1000.0
660,999.9920363178,1000.0
720,999.9920363178,1000.0
780,999.9920363178,1000.0
840,999.9920363178,1000.0
900,999.9920363178,1000.0
960,999.9920363178,1000.0
1020,999.9920363178,1000.0
1080,999.9920363178,1000.0
1140,999.9920363178,1000.0
1200,999.9920363178,1000.0
1260,999.9920363178,1000.0
1320,999.9920363178,1000.0
1380,999.9920363178,1000.0
1440,999.9920363178,999.9796753177999
1500,999.9920363178,1000.2261913177999
1560,999.9920363178,999.9890333177999
1620,999.9920363178,1000.0593393178
1680,999.9920363178,999.9866273178
1740,999.9920363178,1000.3254823178
1800,999.9920363178,999.7549713177999
1860,999.9920363178,1000.4078043178
1920,999.9920363178,1000.0150813178
1980,999.9920363178,999.9873233177999
2040,999.9920363178,999.5676043177999
2100,999.9920363178,1000.1161133177999
2160,999.9920363178,999.9234963178
2220,999.0218553657999,999.8770883177999
2280,999.0218553657999,998.9705743657998
2340,999.0218553657999,998.6068753657999
2400,999.0218553657999,998.2766173657999
2460,999.0218553657999,998.2078303657999
2520,999.0218553657999,998.6043973657999
2580,999.0218553657999,999.0424073657998
2640,999.0218553657999,998.9696453657999
2700,999.0218553657999,999.3920253657999
2760,999.0218553657999,999.1585533657999
2820,999.0218553657999,999.6526663657999
2880,999.0218553657999,1000.5370563657999
2940,999.0218553657999,999.8846533657999
3000,999.0218553657999,999.5576743657998
3060,999.0218553657999,999.3750153657999
3120,999.0218553657999,999.3033463657999
3180,999.0218553657999,999.1995693657998
3240,999.0218553657999,998.5540113658
3300,999.0218553657999,998.5994173657998
3360,999.0218553657999,998.6468283657999
3420,999.0218553657999,998.9979073657998
3480,999.0218553657999,998.8687443657998
3540,999.0218553657999,999.2419243657998
3600,999.0218553657999,998.7267333657999
3660,999.0218553657999,999.3278733657999
3720,999.0218553657999,999.5807343657998
3780,999.0218553657999,999.9378983657999
3840,999.0218553657999,1000.3554443657999
3900,999.0218553657999,1000.1844113657999
3960,999.0218553657999,999.9970353657999
4020,999.0218553657999,999.5101293657998
4080,999.0218553657999,999.2817193657999
4140,999.0218553657999,999.5999013658
4200,999.0218553657999,999.7198523657999
4260,999.0218553657999,1000.2726113657999
4320,999.0218553657999,1000.3429183657998
4380,999.0218553657999,1000.4792593657999
4440,999.0218553657999,1000.9021883657998
4500,999.0218553657999,1000.7899883657999
4560,999.0218553657999,1000.6034713657999
4620,999.0218553657999,1000.5802713658
4680,999.0218553657999,1001.0455903657999
4740,999.0218553657999,1000.9609913657999
4800,999.0218553657999,1000.9561513657999
4860,999.0218553657999,1000.8787073657999
4920,999.0218553657999,1000.9937833657999
4980,999.0218553657999,1000.7043133657999
5040,999.0218553657999,1001.0342673657998
5100,999.0218553657999,1000.9405033657998
5160,999.0218553657999,1000.6456443658
5220,999.0218553657999,1000.4745763657999
5280,998.9368936587998,999.2540243657999
5340,998.9368936587998,998.1181176587997
5400,998.9368936587998,998.2650456587999
5460,998.9368936587998,998.9052456587999
5520,998.9368936587998,999.0110096587998
5580,998.9368936587998,998.7010296587998
5640,998.9368936587998,998.1934816587998
5700,998.9368936587998,998.4463376587997
5760,998.9368936587998,998.5365736587997
5820,998.9368936587998,998.3438016587999
5880,998.9368936587998,998.5200816587999
5940,998.9368936587998,998.6187256587998
6000,998.9368936587998,999.1740336587998
6060,997.9592327835999,998.4884896587997
6120,997.9592327835999,996.6779887835999
6180,997.9592327835999,997.5787967835998
6240,997.9592327835999,997.0706607835998
6300,997.9592327835999,995.8807447835999
6360,995.5237881635999,995.4846727835999
6420,995.5237881635999,995.0818541635998
6480,995.5237881635999,994.8739021635998
6540,995.5237881635999,995.2801081635998
6600,995.5237881635999,995.6719541635998
6660,995.5237881635999,995.9560161635999
6720,995.5237881635999,995.3835161635999
6780,995.5237881635999,996.3146361636
6840,995.5237881635999,996.3109421635999
6900,995.5237881635999,996.0223801635999
6960,995.5237881635999,995.7783201635999
7020,995.5237881635999,996.2619561635998
7080,995.5237881635999,995.3186881635999
7140,995.5237881635999,995.8280421635999
7200,995.5237881635999,995.7971481635999
7260,995.5237881635999,995.6563881635999
7320,995.5237881635999,995.7184361635999
7380,995.5237881635999,995.8091121635999
7440,995.5237881635999,995.9282321635999
7500,995.5237881635999,996.0509921635999
7560,995.5237881635999,995.8418721635999
7620,995.5237881635999,995.6320221635999
7680,995.5237881635999,995.5548841635999
7740,995.5237881635999,995.4407561635999
7800,995.5237881635999,995.7795701635999
7860,995.5237881635999,996.0444801635998
7920,995.5237881635999,995.8897981635998
7980,995.5237881635999,995.6736741635998
8040,995.5237881635999,995.5561821635998
8100,995.5237881635999,995.6127401635999
8160,995.5237881635999,995.7101121635999
8220,995.5237881635999,996.1696141635998
8280,995.5237881635999,996.2621021635998
8340,995.5237881635999,996.6581561635999
8400,995.5237881635999,996.7275001635999
8460,995.5237881635999,996.5012241635999
8520,995.5237881635999,996.4132741635998
8580,995.5237881635999,996.0742981635998
8640,995.5237881635999,995.6890081635999
8700,995.5237881635999,995.8210221635999
8760,995.5237881635999,995.5014361635999
8820,995.5237881635999,995.5815381635999
8880,995.5237881635999,995.4089861635999
8940,995.5237881635999,995.5891481635998
9000,995.5237881635999,995.4540401635999
9060,995.5237881635999,995.9287841635999
9120,995.5237881635999,995.7805441635999
9180,995.5237881635999,995.6903441635998
9240,995.5237881635999,995.5817601635998
9300,995.5222129717998,995.2929981635998
9360,995.5222129717998,995.4463769717999
9420,995.5222129717998,995.5988409717999
9480,995.5222129717998,995.5654929717998
9540,995.5222129717998,995.2822049717998
9600,995.5222129717998,994.7494179717999
9660,995.5222129717998,995.1371719717998
9720,995.5222129717998,995.3768389717998
9780,995.5222129717998,995.5618359717998
9840,995.5222129717998,996.2894519717998
9900,995.5222129717998,996.1312539717999
9960,995.5222129717998,996.2146659717998
10020,995.5222129717998,996.0938469717998
10080,995.5222129717998,995.9932109717998
10140,995.5222129717998,996.8419639717998
10200,995.5222129717998,996.7528069717998
10260,995.5222129717998,996.8354819717998
10320,995.5222129717998,996.4814779717999
10380,995.5222129717998,996.0774379717998
10440,995.5222129717998,996.1282109717998
10500,995.5222129717998,995.6617069717998
10560,995.5222129717998,995.5470349717999
10620,995.5222129717998,995.3087469717998
10680,995.5222129717998,995.5109009717999
10740,995.5222129717998,995.4877979717999
10800,995.5222129717998,995.3733549717998
10860,995.5222129717998,996.1068609717998
10920,995.5222129717998,996.2504869717999
10980,995.5222129717998,995.9768019717999
11040,995.5222129717998,996.2187969717999
11100,995.5222129717998,996.4324799717998
11160,995.5222129717998,995.6361079717999
11220,995.5222129717998,995.6093479717998
11280,995.5222129717998,995.6843459717998
11340,995.5222129717998,995.7743739717998
11400,995.5222129717998,995.6885109717998
11460,995.5222129717998,995.9923729717998
11520,995.5222129717998,995.9885539717998
11580,995.5222129717998,995.8438449717999
11640,995.5222129717998,995.6743969717999
11700,995.5222129717998,995.6735929717998
11760,995.5222129717998,995.5503229717998
11820,995.5200254157999,995.5316139717999
11880,995.5200254157999,994.8780804157998
11940,995.5200254157999,994.7478264157999
12000,995.5170012721999,993.9317724157999
12060,995.5170012721999,994.2763822722
12120,995.5170012721999,994.6357212721999
12180,995.8824104061998,992.5703172721999
12240,995.8824104061998,992.1113484061998
12300,995.8824104061998,992.7648784061998
12360,995.8782551165998,991.9800004061998
12420,995.8782551165998,991.0065521165998
12480,995.8782551165998,994.3509621165998
12540,995.8782551165998,993.6623971165998
12600,995.8782551165998,993.2738471165998
12660,995.8782551165998,991.5429871165998
12720,994.8914059805998,990.0757921165998
12780,994.8914059805998,988.8804929805997
12840,994.8914059805998,989.0813879805999
12900,994.8914059805998,988.9180829805997
12960,994.8845343185998,988.3751429805998
13020,994.8845343185998,986.4655563185999
13080,994.8845343185998,987.0038913185998
13140,994.8845343185998,987.3960663185998
13200,994.8845343185998,985.6321613185997
13260,994.8845343185998,987.7225113185997
13320,994.8845343185998,988.8486263185997
13380,994.8845343185998,990.2650163185997
13440,994.8845343185998,990.7708013185998
13500,994.8845343185998,989.2370763185997
13560,994.8845343185998,987.4443563185998
13620,994.8845343185998,988.6323813185999
13680,994.8845343185998,989.0592363185997
13740,994.8755854173997,991.7668313185998
13800,994.8755854173997,993.6749644173997
13860,994.8755854173997,998.4240364173997
13920,994.8755854173997,996.9994654173997
13980,994.8755854173997,997.6549294173998
14040,994.8755854173997,1001.2597174173998
14100,994.8755854173997,1002.0618574173998
14160,994.8755854173997,1001.1152164173997
14220,994.8755854173997,1002.6537364173997
14280,994.8755854173997,1001.6666374173998
14340,994.8618824919997,1001.1998284173998
14400,994.8618824919997,1003.6636664919997
14460,994.8618824919997,1001.1106064919998
14520,994.8618824919997,1000.9060064919997
14580,994.8618824919997,999.2680064919997
14640,994.8618824919997,996.1924664919998
14700,994.8618824919997,995.3968064919998
14760,994.8618824919997,991.9267064919997
14820,994.8618824919997,992.6800664919997
14880,994.8618824919997,992.2649864919997
14940,994.8618824919997,991.4581664919997
15000,994.8618824919997,992.2345664919997
15060,994.8618824919997,992.4317264919997
15120,994.8618824919997,989.1388064919997
15180,994.8618824919997,990.1877864919998
15240,994.8422678715997,994.6394864919997
15300,994.8422678715997,1006.9422668715997
15360,994.8422678715997,1006.0090698715996
15420,994.8422678715997,1007.3140528715998
15480,994.8422678715997,1007.1596128715997
15540,994.8422678715997,1005.1495088715997
15600,994.8422678715997,1005.6613578715996
15660,994.8422678715997,999.0324688715997
15720,994.8422678715997,997.8175018715997
15780,994.8422678715997,998.0897008715997
15840,994.8422678715997,996.7860878715996
15900,994.8422678715997,992.4196228715997
15960,994.8422678715997,997.3054418715997
16020,994.8422678715997,1002.2237468715997
16080,994.8422678715997,998.1122788715996
16140,994.8422678715997,995.9961158715997
16200,994.8422678715997,993.0023678715996
16260,994.8422678715997,994.7855548715996
16320,994.8422678715997,997.8775198715997
16380,994.8422678715997,1002.7737948715996
16440,994.8422678715997,998.2323778715996
16500,994.8422678715997,1007.2445048715996
16560,994.8422678715997,1011.9542758715997
16620,994.8422678715997,1013.8713278715998
16680,994.8422678715997,1012.2734858715996
16740,998.1962167671078,1017.4925548715997
16800,998.1962167671078,1022.5956056499997
16860,998.1962167671078,1018.2766676499997
16920,998.1962167671078,1015.5869156499997
16980,998.1962167671078,1012.5374276499997
17040,998.1962167671078,1011.6909716499997
17100,998.1962167671078,1012.0395536499998
17160,998.1962167671078,1017.4246736499997
17220,998.1962167671078,1016.0320616499997
17280,998.1962167671078,1012.5585656499997
17340,998.1962167671078,1019.5375376499996
17400,998.1962167671078,1021.7719256499997
17460,998.1962167671078,1027.6369016499996
17520,998.1962167671078,1028.6984036499996
17580,998.1962167671078,1024.5887396499998
17640,998.1962167671078,1019.1781136499998
17700,998.1962167671078,1019.1540896499997
17760,998.1962167671078,1022.2086476499996
17820,998.1962167671078,1023.9292496499997
17880,998.1962167671078,1015.8720056499998
17940,998.1962167671078,1016.1616196499997
18000,998.1962167671078,1018.1874356499997
18060,998.1962167671078,1021.6239596499996
18120,998.1962167671078,1025.2669496499998
18180,998.1962167671078,1026.4762616499997
18240,998.1962167671078,1025.9009336499996
18300,998.1962167671078,1020.5445176499998
18360,998.1962167671078,1021.8933716499997
18420,998.1962167671078,1023.3642956499997
18480,998.1962167671078,1021.4036096499997
18540,998.1962167671078,1022.1467156499997
18600,998.1962167671078,1017.1655576499998
18660,998.1962167671078,1017.0315536499998
18720,1002.2934116871078,1011.0926336499997
18780,1002.2934116871078,1010.6780745699997
18840,1002.2934116871078,1017.9836325699997
18900,1002.2934116871078,1013.7087645699996
18960,1002.2934116871078,1010.2314465699997
19020,1002.2934116871078,1010.7737805699996
19080,1002.2934116871078,1014.5701185699997
