,index,timestamp,coin,pnl,fee_paid,usd_total_balance,btc_cash_wallet,usd_cash_wallet,btc_price,qty,price,psize,pprice,type,liquidity,wallet_exposure,twe_long,twe_short,twe_net,minute,btc_total_balance
0,4204,2025-01-06 22:04:00,HYPE,0.0,-0.26836920000000003,999.7316308,0.0,999.7316308,101561.203125,26.73,25.1,26.73,25.1,entry_initial_normal_long,maker,0.6711031034029779,0.6711031034029779,0.0,0.6711031034029779,4204,0.009843637137397292
1,4231,2025-01-06 22:31:00,HYPE,9.970289999999935,-0.272357316,1009.4295634839999,0.0,1009.4295634839999,101944.8984375,-26.73,25.473,0.0,25.1,close_grid_long,maker,0.0,0.0,0.0,0.0,4231,0.009901717289981482
2,4507,2025-01-07 03:07:00,HYPE,0.0,-0.270921248,1009.1586422359999,0.0,1009.1586422359999,101733.3984375,26.42,25.636,26.42,25.636,entry_initial_normal_long,maker,0.6711562401123522,0.6711562401123522,0.0,0.6711562401123522,4507,0.009919639545473135
3,4509,2025-01-07 03:09:00,HYPE,9.696140000000025,-0.37784959300000004,1018.4769326429999,0.0,1018.4769326429999,101698.1015625,-26.42,26.003,0.0,25.636,close_grid_long,taker,0.0,0.0,0.0,0.0,4509,0.010014709389801939
4,5217,2025-01-07 14:57:00,HYPE,0.0,-0.27334032799999997,1018.2035923149999,0.0,1018.2035923149999,100007.203125,27.31,25.022,27.31,25.022,entry_initial_normal_long,maker,0.671133774382317,0.671133774382317,0.0,0.671133774382317,5217,0.010181302551200607
5,5256,2025-01-07 15:36:00,HYPE,0.0,-0.4022748675,1017.8013174475,0.0,1017.8013174475,98121.296875,30.15,24.259,57.46,24.621644100243646,entry_grid_cropped_long,taker,1.3900155617287022,1.3900155617287022,0.0,1.3900155617287022,5256,0.010372888963586683
6,5328,2025-01-07 16:48:00,HYPE,1.249586153846183,-0.12039770600000001,1018.9305058953462,0.0,1018.9305058953462,97992.703125,-8.84,24.763,48.62,24.621644100243646,close_trailing_long,taker,1.1748635743336944,1.1748635743336944,0.0,1.1748635743336944,5328,0.010398024275293164
7,5331,2025-01-07 16:51:00,HYPE,0.7022997128437362,-0.1202321175,1019.5125734906899,0.0,1019.5125734906899,97720.1015625,-8.85,24.701,39.77,24.621644100243646,close_trailing_long,taker,0.9604617062387135,0.9604617062387135,0.0,0.9604617062387135,5331,0.010432987248162325
8,5348,2025-01-07 17:08:00,HYPE,-1.4453677340758502,-0.11458207200000001,1017.9526236846141,0.0,1017.9526236846141,97484.5,-8.52,24.452,31.25,24.621644100243646,close_trailing_long,taker,0.7558567660522093,0.7558567660522093,0.0,0.7558567660522093,5348,0.01044219977211366
9,5449,2025-01-07 18:49:00,HYPE,-33.863891960891564,-0.294224994468689,983.7945067292538,0.0,983.7945067292538,96585.8984375,-31.25,23.537999557495116,0.0,24.621644100243646,close_panic_long,maker,0.0,0.0,0.0,0.0,5449,0.010185695040833106
10,6456,2025-01-08 11:36:00,HYPE,0.0,-0.2640812,983.5304255292539,0.0,983.5304255292539,94853.5,30.5,21.646,30.5,21.646,entry_initial_normal_long,maker,0.6712583392066737,0.6712583392066737,0.0,0.6712583392066737,6456,0.010368941847472722
11,6529,2025-01-08 12:49:00,HYPE,0.0,-0.38748157800000005,983.1429439512539,0.0,983.1429439512539,94956.0,33.72,20.893,64.22,21.250622236063535,entry_grid_cropped_long,taker,1.3881144836530155,1.3881144836530155,0.0,1.3881144836530155,6529,0.010353668477518575
12,6548,2025-01-08 13:08:00,HYPE,2.0608560853316367,-0.11672623050000001,985.0870738060855,0.0,985.0870738060855,95252.6015625,-9.89,21.459,54.33,21.250622236063535,close_trailing_long,taker,1.1720246227823352,1.1720246227823352,0.0,1.1720246227823352,6548,0.01034183904320682
13,6553,2025-01-08 13:13:00,HYPE,1.9163736406103604,-0.11688052200000001,986.8865669246959,0.0,986.8865669246959,95227.703125,-9.91,21.444,44.42,21.250622236063535,close_trailing_long,taker,0.9564955805077549,0.9564955805077549,0.0,0.9564955805077549,6553,0.010363439782111156
