,minute,coin,pnl,fee_paid,balance,qty,price,psize,pprice,type
21,11138,DOGE,0.7306639999999962,-0.022464596800000004,1009.9939828154002,-33212.0,0.003382,21608.0,0.00336,close_trailing_long
22,16754,DOGE,0.0,-0.016709130000000003,1009.9772736854002,24939.0,0.00335,46547.0,0.0033546421896147984,entry_initial_partial_long
23,16760,DOGE,0.05868354267728741,-0.0167104746,1010.0192467534774,-24889.0,0.003357,21658.0,0.0033546421896147984,close_trailing_long
24,21602,DOGE,5.530539457322695,-0.015637076,1015.5341491348001,-21658.0,0.00361,0.0,0.0033546421896147984,close_grid_long
25,27629,DOGE,0.0,-0.037065984,1015.4970831508001,55488.0,0.00334,55488.0,0.00334,entry_initial_normal_long
26,27642,DOGE,2.050575999999995,-0.0228656032,1017.5247935476001,-33616.0,0.003401,21872.0,0.00334,close_trailing_long
27,31740,DOGE,0.0,-0.016896144000000002,1017.5078974036,25446.0,0.00332,47318.0,0.0033292446848979247,entry_initial_partial_long
28,31947,DOGE,0.703097642165776,-0.0170079048,1018.1939871409659,-25332.0,0.003357,21986.0,0.0033292446848979247,close_trailing_long
29,37018,DOGE,0.0,-0.017236572,1018.1767505689659,26682.0,0.00323,48668.0,0.003274834257462106,entry_initial_partial_long
30,37347,DOGE,1.0827413602316918,-0.017443486400000003,1019.2420484427976,-26302.0,0.003316,22366.0,0.003274834257462106,close_trailing_long
31,39902,DOGE,0.0,-0.017336392000000003,1019.2247120507976,27431.0,0.00316,49797.0,0.0032115770629234184,entry_initial_partial_long
32,40513,DOGE,-0.04252865585581898,-0.017312814,1019.1648705809419,-26967.0,0.00321,22830.0,0.0032115770629234184,close_trailing_long
33,41083,DOGE,0.017785513028237825,-0.0010036422,1019.1816524517701,-1557.0,0.003223,21273.0,0.0032115770629234184,close_trailing_long
34,48191,DOGE,0.0,-0.018323082,1019.16332936977,29649.0,0.00309,50922.0,0.0031407896166601836,entry_initial_partial_long
35,48202,DOGE,0.0,-0.033591792,1019.12973757777,55432.0,0.00303,106354.0,0.0030830457609452386,entry_grid_normal_long
36,48242,DOGE,1.0469761847019559,-0.043379435200000004,1020.133334327272,-70012.0,0.003098,36342.0,0.0030830457609452386,close_trailing_long
37,48256,DOGE,-0.038190796492349424,-0.007724024,1020.0874195067796,-12539.0,0.00308,23803.0,0.0030830457609452386,close_trailing_long
38,48338,DOGE,-0.0016962242531769174,-0.0009998008000000002,1020.0847234817264,-1622.0,0.003082,22181.0,0.0030830457609452386,close_trailing_long
39,49691,DOGE,0.0,-0.018322524,1020.0664009577264,30846.0,0.00297,53027.0,0.0030172866280107555,entry_initial_partial_long
40,49706,DOGE,0.0,-0.033595368,1020.0328055897264,57724.0,0.00291,110751.0,0.0029613682767968353,entry_grid_normal_long
41,49706,DOGE,0.0,-0.10201848000000001,1019.9307871097265,179610.0,0.00284,290361.0,0.002886292918207081,entry_grid_inflated_long
42,49717,DOGE,2.896992829709232,-0.04378374,1022.7839961994357,-74844.0,0.002925,215517.0,0.002886292918207081,close_trailing_long
43,49723,DOGE,2.22960560980396,-0.043770909600000005,1024.9698308996396,-75053.0,0.002916,140464.0,0.002886292918207081,close_trailing_long
44,49737,DOGE,3.8138317428908084,-0.0441801162,1028.7394825263304,-75213.0,0.002937,65251.0,0.002886292918207081,close_trailing_long
45,49822,DOGE,2.6423342168993083,-0.0233942566,1031.3584224866297,-39611.0,0.002953,25640.0,0.002886292918207081,close_trailing_long
46,50367,DOGE,0.0,-0.017282536,1031.3411399506297,30427.0,0.00284,56067.0,0.0028611702146151847,entry_initial_partial_long
47,50370,DOGE,0.0,-0.033690216,1031.3074497346297,61033.0,0.00276,117100.0,0.002808439884054907,entry_grid_normal_long
48,51007,DOGE,-0.11198842225442751,-0.0436634464,1031.1517978659754,-77776.0,0.002807,39324.0,0.002808439884054907,close_trailing_long
49,51063,DOGE,0.11052821708304436,-0.0072746208,1031.2550514622585,-12912.0,0.002817,26412.0,0.002808439884054907,close_trailing_long
50,52973,DOGE,0.0,-0.017633488,1031.2374179742585,32776.0,0.00269,59188.0,0.002742852507563327,entry_initial_partial_long
51,52980,DOGE,0.7440067018995395,-0.0177809544,1031.963643721758,-32142.0,0.002766,27046.0,0.002742852507563327,close_trailing_long
52,75626,DOGE,0.0,-0.017584512,1031.946059209758,33304.0,0.00264,60350.0,0.002686093602643873,entry_initial_partial_long
53,75759,DOGE,0.0,-0.03403001,1031.912029199758,65695.0,0.00259,126045.0,0.0026360093531640105,entry_grid_normal_long
54,76054,DOGE,-0.4982534988876096,-0.043612238000000005,1031.3701634628706,-82913.0,0.00263,43132.0,0.0026360093531640105,close_trailing_long
55,76209,DOGE,0.0148458334841383,-0.0079036164,1031.3771056799546,-14986.0,0.002637,28146.0,0.0026360093531640105,close_trailing_long
56,78910,DOGE,0.0,-0.017604752,1031.3595009279547,34792.0,0.00253,62938.0,0.002577407595636249,entry_initial_partial_long
57,78989,DOGE,-0.25298420616918144,-0.017554128000000002,1031.0889625937855,-34152.0,0.00257,28786.0,0.002577407595636249,close_trailing_long
58,79022,DOGE,0.022489264465677308,-0.001004532,1031.1104473262512,-1940.0,0.002589,26846.0,0.002577407595636249,close_trailing_long
59,111127,SOL,0.0,-0.037664,1031.0727833262513,88.0,2.14,88.0,2.14,entry_initial_normal_long
60,111139,SOL,0.11129999999999951,-0.022706260000000002,1031.1613770662514,-53.0,2.1421,35.0,2.14,close_trailing_long
61,111140,SOL,0.0,-0.017022400000000004,1031.1443546662513,40.0,2.1278,75.0,2.1334933333333335,entry_initial_partial_long
62,111149,SOL,-0.1397333333333428,-0.01704,1030.987581332918,-40.0,2.13,35.0,2.1334933333333335,close_trailing_long
63,111169,SOL,-0.010480000000000711,-0.001278,1030.9758233329178,-3.0,2.13,32.0,2.1334933333333335,close_trailing_long
64,115487,SOL,0.0,-0.018480000000000003,1030.9573433329178,44.0,2.1,76.0,2.1141024561403507,entry_initial_partial_long
65,116757,SOL,0.0,-0.033864,1030.9234793329179,83.0,2.04,159.0,2.075420041928721,entry_grid_normal_long
66,116776,SOL,0.2416755555555632,-0.04404724,1031.1211076484735,-106.0,2.0777,53.0,2.075420041928721,close_trailing_long
67,116788,SOL,0.22915928721174295,-0.007102260000000002,1031.3431646756853,-17.0,2.0889,36.0,2.075420041928721,close_trailing_long
68,116803,SOL,-0.012360125786163856,-0.00124278,1031.329561769899,-3.0,2.0713,33.0,2.075420041928721,close_trailing_long
69,117115,SOL,0.0,-0.018612,1031.310949769899,47.0,1.98,80.0,2.0193607672955975,entry_initial_partial_long
70,117122,SOL,0.0,-0.03393,1031.277019769899,87.0,1.95,167.0,1.9832267148721425,entry_grid_normal_long
71,117300,SOL,0.0,-0.10336,1031.173659769899,272.0,1.9,439.0,1.9316602765003368,entry_grid_inflated_long
72,117396,SOL,0.380728478961613,-0.044118000000000004,1031.5102702488605,-114.0,1.935,325.0,1.9316602765003368,close_trailing_long
73,117413,SOL,3.219328478961604,-0.04468572,1034.6849130078222,-114.0,1.9599,211.0,1.9316602765003368,close_trailing_long
74,117422,SOL,1.2471284789616188,-0.04429128,1035.8877502067837,-114.0,1.9426,97.0,1.9316602765003368,close_trailing_long
75,117549,SOL,0.0,-0.039432,1035.8483182067837,106.0,1.86,203.0,1.894241609953363,entry_grid_normal_long
76,117619,SOL,-0.0048267545900948505,-0.04394544,1035.7995460121936,-116.0,1.8942,87.0,1.894241609953363,close_trailing_long
77,117808,SOL,-0.20359727776142833,-0.018144,1035.5778047344322,-48.0,1.89,39.0,1.894241609953363,close_trailing_long
78,118987,SOL,5.684577211818844,-0.015912000000000003,1041.246469946251,-39.0,2.04,0.0,1.894241609953363,close_grid_long
79,121937,SOL,0.0,-0.037944,1041.208525946251,102.0,1.86,102.0,1.86,entry_initial_normal_long
80,121958,SOL,0.7253999999999889,-0.02320908,1041.910716866251,-62.0,1.8717,40.0,1.86,close_trailing_long
81,124781,SOL,0.0,-0.017296000000000002,1041.893420866251,47.0,1.84,87.0,1.8491954022988506,entry_initial_partial_long
82,124812,SOL,0.03701149425287653,-0.017020000000000004,1041.913412360504,-46.0,1.85,41.0,1.8491954022988506,close_trailing_long
83,124866,SOL,0.0024137931034484694,-0.00111,1041.9147161536075,-3.0,1.85,38.0,1.8491954022988506,close_trailing_long
84,125105,SOL,0.0,-0.018512,1041.8962041536074,52.0,1.78,90.0,1.8092158365261812,entry_initial_partial_long
85,125326,SOL,0.03842401021712227,-0.017738,1041.9168901638245,-49.0,1.81,41.0,1.8092158365261812,close_trailing_long
86,125468,DOGE,5.170335687549257,-0.014872683999999999,1047.0723531673739,-26846.0,0.00277,0.0,0.002577407595636249,close_grid_long
87,126259,SOL,0.0,-0.018096,1047.0542571673739,52.0,1.74,93.0,1.7705145085760583,entry_initial_partial_long
88,126266,SOL,0.0,-0.034542,1047.0197151673738,101.0,1.71,194.0,1.7390095324617187,entry_grid_normal_long
89,126273,SOL,0.0,-0.10458,1046.9151351673738,315.0,1.66,509.0,1.6901136528439555,entry_grid_inflated_long
90,126686,SOL,0.5129978245978624,-0.0447216,1047.3834113919718,-132.0,1.694,377.0,1.6901136528439555,close_trailing_long
91,126853,SOL,1.819797824597865,-0.04498296,1049.1582262565696,-132.0,1.7039,245.0,1.6901136528439555,close_trailing_long
92,126861,SOL,-0.015002175402138107,-0.044615999999999996,1049.0986080811674,-132.0,1.69,113.0,1.6901136528439555,close_trailing_long
93,127028,SOL,-0.007728393388980237,-0.022984,1049.0678956877784,-68.0,1.69,45.0,1.6901136528439555,close_trailing_long
94,127385,SOL,-0.00034095853186677516,-0.0010140000000000001,1049.0665407292465,-3.0,1.69,42.0,1.6901136528439555,close_trailing_long
95,128345,SOL,0.0,-0.019080000000000003,1049.0474607292465,60.0,1.59,102.0,1.6312232688180994,entry_initial_partial_long
96,128364,SOL,0.0,-0.034854,1049.0126067292465,111.0,1.57,213.0,1.5993181850678222,entry_grid_normal_long
97,128593,SOL,0.0,-0.10434600000000001,1048.9082607292464,341.0,1.53,554.0,1.556651215558567,entry_grid_inflated_long
98,128671,SOL,3.1386761751249193,-0.04514796,1052.0017889443714,-143.0,1.5786,411.0,1.556651215558567,close_trailing_long
99,128678,SOL,2.426224959566337,-0.0453168,1054.3826971039377,-144.0,1.5735,267.0,1.556651215558567,close_trailing_long
100,128685,SOL,2.3110249595663497,-0.04529376,1056.648428303504,-144.0,1.5727,123.0,1.556651215558567,close_trailing_long
101,128694,SOL,1.439210048666046,-0.02332628,1058.06431207217,-74.0,1.5761,49.0,1.556651215558567,close_trailing_long
102,128706,SOL,0.13459513776573218,-0.00127224,1058.1976349699357,-4.0,1.5903,45.0,1.556651215558567,close_trailing_long
103,129195,SOL,0.0,-0.019200000000000002,1058.1784349699358,64.0,1.5,109.0,1.523388116515005,entry_initial_partial_long
104,129431,SOL,0.0,-0.034986,1058.143448969936,119.0,1.47,228.0,1.4955232662286646,entry_grid_normal_long
105,129513,SOL,1.5415100657003133,-0.045174000000000006,1059.6397850356361,-150.0,1.5058,78.0,1.4955232662286646,close_trailing_long
106,129516,SOL,0.2693718118260573,-0.0081297,1059.9010271474622,-27.0,1.5055,51.0,1.4955232662286646,close_trailing_long
107,129531,SOL,0.1379069350853417,-0.001224,1060.0377100825476,-4.0,1.53,47.0,1.4955232662286646,close_trailing_long
108,130951,SOL,0.0,-0.019162000000000002,1060.0185480825476,67.0,1.43,114.0,1.4570139781819933,entry_initial_partial_long
109,131188,SOL,0.0,-0.03472,1059.9838280825475,124.0,1.4,238.0,1.4273092164401144,entry_grid_normal_long
110,131378,SOL,0.0,-0.10631200000000002,1059.8775160825476,388.0,1.37,626.0,1.3917884880395324,entry_grid_inflated_long
111,131786,SOL,-0.2897350624042594,-0.045036,1059.5427450201432,-162.0,1.39,464.0,1.3917884880395324,close_trailing_long
112,131799,SOL,1.2168649375957545,-0.04533732,1060.714272637739,-162.0,1.3993,302.0,1.3917884880395324,close_trailing_long
113,131830,SOL,3.1122649375957616,-0.045716400000000004,1063.7808211753347,-162.0,1.411,140.0,1.3917884880395324,close_trailing_long
114,131838,SOL,1.3099785166397493,-0.0239224,1065.0668772919744,-85.0,1.4072,55.0,1.3917884880395324,close_trailing_long
115,132826,SOL,5.95163315782572,-0.0165,1071.0020104498,-55.0,1.5,0.0,1.3917884880395324,close_grid_long
116,135903,SOL,0.0,-0.038958,1070.9630524498,129.0,1.51,129.0,1.51,entry_initial_normal_long
117,135916,SOL,0.10920000000000529,-0.023577840000000003,1071.0486746098,-78.0,1.5114,51.0,1.51,close_trailing_long
118,136017,SOL,0.0,-0.0177,1071.0309746097998,59.0,1.5,110.0,1.5046363636363638,entry_initial_partial_long
119,136989,SOL,0.0,-0.034800000000000005,1070.9961746098,120.0,1.45,230.0,1.4761304347826087,entry_grid_normal_long
120,138295,SOL,0.0,-0.07050000000000001,1070.9256746098,250.0,1.41,480.0,1.4416875,entry_grid_normal_long
121,138309,SOL,0.0,-0.037536,1070.8881386097999,138.0,1.36,618.0,1.4234466019417475,entry_grid_cropped_long
122,140571,SOL,0.0,-0.032094540000000005,1070.8560440698,111.0,1.4457,729.0,1.4268349794238682,entry_trailing_cropped_long
123,140572,SOL,0.20958024691358101,-0.0034663199999999997,1071.0621579967135,-12.0,1.4443,717.0,1.4268349794238682,close_unstuck_long
124,140573,SOL,0.1423802469135831,-0.0034528800000000006,1071.201085363627,-12.0,1.4387,705.0,1.4268349794238682,close_unstuck_long
125,140574,SOL,0.18078024691358152,-0.0034605599999999997,1071.3784050505406,-12.0,1.4419,693.0,1.4268349794238682,close_unstuck_long
126,140575,SOL,0.21918024691358262,-0.0034682400000000005,1071.5941170574542,-12.0,1.4451,681.0,1.4268349794238682,close_unstuck_long
127,140576,SOL,0.24198024691358277,-0.0034728000000000003,1071.832624504368,-12.0,1.447,669.0,1.4268349794238682,close_unstuck_long
128,140577,SOL,0.2911802469135827,-0.00348264,1072.1203221112814,-12.0,1.4511,657.0,1.4268349794238682,close_unstuck_long
129,140578,SOL,0.24678024691358225,-0.00347376,1072.363628598195,-12.0,1.4474,645.0,1.4268349794238682,close_unstuck_long
130,140579,SOL,0.27198024691358214,-0.0034787999999999998,1072.6321300451086,-12.0,1.4495,633.0,1.4268349794238682,close_unstuck_long
131,140580,SOL,0.273180246913582,-0.00347904,1072.9018312520222,-12.0,1.4496,621.0,1.4268349794238682,close_unstuck_long
132,140603,SOL,8.234403292181085,-0.0473056,1081.0889289442034,-160.0,1.4783,461.0,1.4268349794238682,close_trailing_long
133,140610,SOL,6.225068312757229,-0.047189100000000005,1087.2668081569607,-161.0,1.4655,300.0,1.4268349794238682,close_trailing_long
134,140616,SOL,5.372733333333351,-0.047304,1092.592237490294,-162.0,1.46,138.0,1.4268349794238682,close_trailing_long
135,140629,SOL,2.968496707818934,-0.02427916,1095.536455038113,-83.0,1.4626,55.0,1.4268349794238682,close_trailing_long
136,141233,SOL,6.224076131687253,-0.01694,1101.7435911698003,-55.0,1.54,0.0,1.4268349794238682,close_grid_long
137,143408,SOL,0.0,-0.040406000000000004,1101.7031851698002,89.0,2.27,89.0,2.27,entry_initial_normal_long
138,143419,SOL,0.0,-0.042486,1101.6606991698002,97.0,2.19,186.0,2.2282795698924733,entry_grid_normal_long
139,143428,SOL,0.18064516129029817,-0.046830000000000004,1101.7945143310906,-105.0,2.23,81.0,2.2282795698924733,close_trailing_long
140,143433,SOL,0.07741935483869922,-0.02007,1101.8518636859292,-45.0,2.23,36.0,2.2282795698924733,close_trailing_long
141,143434,SOL,0.0,-0.01819908,1101.8336646059292,41.0,2.2194,77.0,2.223551487222455,entry_initial_partial_long
142,143455,SOL,0.0,-0.035952000000000005,1101.7977126059293,84.0,2.14,161.0,2.179959406932478,entry_grid_normal_long
143,143461,SOL,0.0,-0.07315,1101.7245626059293,175.0,2.09,336.0,2.133105549155146,entry_grid_normal_long
144,143473,SOL,0.0,-0.037787999999999995,1101.6867746059293,94.0,2.01,430.0,2.106194103525881,entry_grid_cropped_long
145,143496,SOL,2.0763545086271744,-0.04717278,1103.7159563345565,-111.0,2.1249,319.0,2.106194103525881,close_trailing_long
146,143499,SOL,5.650554508627176,-0.04788761999999999,1109.3186232231837,-111.0,2.1571,208.0,2.106194103525881,close_trailing_long
147,143502,SOL,3.7862604051013307,-0.047936000000000006,1113.0569476282851,-112.0,2.14,96.0,2.106194103525881,close_trailing_long
148,143504,SOL,1.3749419954989035,-0.024706840000000004,1114.407182783784,-58.0,2.1299,38.0,2.106194103525881,close_trailing_long
149,143535,SOL,0.0,-0.01836208,1114.388820703784,44.0,2.0866,82.0,2.0956801943168717,entry_initial_partial_long
150,143545,SOL,0.0,-0.035956,1114.352864703784,89.0,2.02,171.0,2.0562910873332365,entry_grid_normal_long
151,143548,SOL,-0.5739750433222102,-0.0471799,1113.7317097604619,-115.0,2.0513,56.0,2.0562910873332365,close_trailing_long
152,143556,SOL,1.40095151533498,-0.007271580000000001,1115.125389695797,-17.0,2.1387,39.0,2.0562910873332365,close_trailing_long
153,143568,SOL,5.994647594003775,-0.017238,1121.1027992898007,-39.0,2.21,0.0,2.0562910873332365,close_grid_long
154,143652,SOL,0.0,-0.0408,1121.0619992898007,100.0,2.04,100.0,2.04,entry_initial_normal_long
155,143655,SOL,0.7559999999999967,-0.024631200000000002,1121.7933680898007,-60.0,2.0526,40.0,2.04,close_trailing_long
156,143657,SOL,0.042599999999999305,-0.00123252,1121.8347355698006,-3.0,2.0542,37.0,2.04,close_trailing_long
157,143661,SOL,0.0,-0.019488000000000002,1121.8152475698007,48.0,2.03,85.0,2.0343529411764703,entry_initial_partial_long
158,143677,SOL,0.0,-0.036456,1121.7787915698007,93.0,1.96,178.0,1.995505617977528,entry_grid_normal_long
159,143683,SOL,0.0,-0.074108,1121.7046835698006,194.0,1.91,372.0,1.9509139784946234,entry_grid_normal_long
160,143702,SOL,-0.11150537634406588,-0.047580000000000004,1121.5455981934565,-122.0,1.95,250.0,1.9509139784946234,close_trailing_long
161,143712,SOL,0.46189462365595224,-0.04769468000000001,1121.9597981371126,-122.0,1.9547,128.0,1.9509139784946234,close_trailing_long
162,143719,SOL,0.0,-0.052264,1121.9075341371126,139.0,1.88,267.0,1.9139962144094076,entry_grid_normal_long
163,143752,SOL,-0.49952680117595905,-0.04775,1121.3602573359367,-125.0,1.91,142.0,1.9139962144094076,close_trailing_long
164,143768,SOL,0.0,-0.05704,1121.3032173359368,155.0,1.84,297.0,1.875378661434801,entry_grid_normal_long
165,143775,SOL,6.454309997780272,-0.04892548,1127.708601853717,-127.0,1.9262,170.0,1.875378661434801,close_trailing_long
166,143777,SOL,7.622709997780285,-0.04915916000000001,1135.2821526914972,-127.0,1.9354,43.0,1.875378661434801,close_trailing_long
167,143787,SOL,6.218717558303561,-0.017372000000000002,1141.4834982498007,-43.0,2.02,0.0,1.875378661434801,close_grid_long
168,145287,SOL,0.0,-0.04182,1141.4416782498008,102.0,2.05,102.0,2.05,entry_initial_normal_long
169,145297,SOL,1.9716000000000031,-0.025814319999999998,1143.3874639298008,-62.0,2.0818,40.0,2.05,close_trailing_long
170,145917,SOL,0.0,-0.019176,1143.3682879298008,47.0,2.04,87.0,2.044597701149425,entry_initial_partial_long
171,145925,SOL,0.028308045977011975,-0.01922488,1143.3773710957778,-47.0,2.0452,40.0,2.044597701149425,close_trailing_long
172,146347,SOL,0.0,-0.019404,1143.357967095778,49.0,1.98,89.0,2.009032674673899,entry_initial_partial_long
173,146380,SOL,0.046431615652842595,-0.019295999999999997,1143.3851027114308,-48.0,2.01,41.0,2.009032674673899,close_trailing_long
174,146437,SOL,0.028701975978303818,-0.0012111600000000002,1143.4125935274092,-3.0,2.0186,38.0,2.009032674673899,close_trailing_long
175,147367,SOL,5.736758362391847,-0.016416000000000004,1149.132935889801,-38.0,2.16,0.0,2.009032674673899,close_grid_long
176,149498,SOL,0.0,-0.042016000000000005,1149.090919889801,104.0,2.02,104.0,2.02,entry_initial_normal_long
177,149504,SOL,1.0269000000000128,-0.02565738,1150.092162509801,-63.0,2.0363,41.0,2.02,close_trailing_long
178,149516,SOL,0.05370000000000008,-0.00122274,1150.144639769801,-3.0,2.0379,38.0,2.02,close_trailing_long
179,149549,SOL,0.0,-0.0204,1150.1242397698009,51.0,2.0,89.0,2.0085393258426967,entry_initial_partial_long
180,149591,SOL,0.5165123595505534,-0.01938528,1150.6213668493515,-48.0,2.0193,41.0,2.0085393258426967,close_trailing_long
181,149772,SOL,0.0,-0.0195,1150.6018668493514,50.0,1.95,91.0,1.9763748610939622,entry_initial_partial_long
182,149814,SOL,0.17763180639585086,-0.019404,1150.7600946557473,-49.0,1.98,42.0,1.9763748610939622,close_trailing_long
183,149829,SOL,0.010875416718113318,-0.001188,1150.7697820724654,-3.0,1.98,39.0,1.9763748610939622,close_trailing_long
184,150643,SOL,0.0,-0.020628,1150.7491540724654,54.0,1.91,93.0,1.937834619168436,entry_initial_partial_long
185,150755,SOL,0.0,-0.037774,1150.7113800724655,101.0,1.87,194.0,1.902518657642601,entry_grid_normal_long
186,151212,SOL,0.26849316410448343,-0.049138680000000004,1150.93073455657,-129.0,1.9046,65.0,1.902518657642601,close_trailing_long
187,151231,SOL,0.01220818950537983,-0.00799302,1150.9349497260755,-21.0,1.9031,44.0,1.902518657642601,close_trailing_long
188,151280,SOL,0.11934402707219682,-0.0011653800000000001,1151.0531283731477,-3.0,1.9423,41.0,1.902518657642601,close_trailing_long
189,151767,SOL,6.046735036653352,-0.01681,1157.083053409801,-41.0,2.05,0.0,1.902518657642601,close_grid_long
190,155137,SOL,0.0,-0.042436,1157.0406174098011,103.0,2.06,103.0,2.06,entry_initial_normal_long
191,155143,SOL,0.6551999999999838,-0.02608704,1157.669730369801,-63.0,2.0704,40.0,2.06,close_trailing_long
192,155160,SOL,0.0,-0.01927,1157.650460369801,47.0,2.05,87.0,2.054597701149425,entry_initial_partial_long
193,155165,SOL,-0.21149425287355683,-0.018860000000000002,1157.4201061169274,-46.0,2.05,41.0,2.054597701149425,close_trailing_long
194,155181,SOL,0.005406896551725104,-0.0012338400000000002,1157.4242791734791,-3.0,2.0564,38.0,2.054597701149425,close_trailing_long
195,155280,SOL,0.0,-0.020200000000000003,1157.4040791734792,50.0,2.02,88.0,2.034939916405434,entry_initial_partial_long
196,155330,SOL,-0.2321760710553984,-0.019082000000000002,1157.1528211024238,-47.0,2.03,41.0,2.034939916405434,close_trailing_long
197,155509,SOL,-0.010919749216301788,-0.00121878,1157.1406825732074,-3.0,2.0313,38.0,2.034939916405434,close_trailing_long
198,155781,SOL,5.892283176593513,-0.016644,1163.016321749801,-38.0,2.19,0.0,2.034939916405434,close_grid_long
199,158745,DOGE,0.0,-0.04244847,1162.973873279801,74471.0,0.00285,74471.0,0.00285,entry_initial_normal_long
200,158745,SOL,0.0,-0.042432000000000004,1162.931441279801,102.0,2.08,102.0,2.08,entry_initial_normal_long
201,158749,SOL,0.2851999999999961,-0.025849040000000004,1163.1907922398009,-62.0,2.0846,40.0,2.08,close_trailing_long
202,158750,DOGE,0.9022200000000024,-0.025893714,1164.0671185258009,-45111.0,0.00287,29360.0,0.00285,close_trailing_long
203,158761,DOGE,0.0,-0.019267128,1164.047851397801,33921.0,0.00284,63281.0,0.0028446396232676475,entry_initial_partial_long
204,158770,DOGE,0.6213885901297412,-0.0193790744,1164.6498609135308,-33844.0,0.002863,29437.0,0.0028446396232676475,close_trailing_long
205,159120,SOL,0.0,-0.019364000000000003,1164.6304969135308,47.0,2.06,87.0,2.069195402298851,entry_initial_partial_long
206,159228,SOL,0.0,-0.038,1164.5924969135308,95.0,2.0,182.0,2.0330769230769232,entry_grid_normal_long
207,159259,SOL,1.16181538461539,-0.049839440000000006,1165.7044728581461,-122.0,2.0426,60.0,2.0330769230769232,close_trailing_long
208,159268,SOL,0.30443846153846144,-0.007786580000000001,1166.0011247396847,-19.0,2.0491,41.0,2.0330769230769232,close_trailing_long
209,161818,SOL,6.4338461538461456,-0.017958,1172.417012893531,-41.0,2.19,0.0,2.0330769230769232,close_grid_long
210,162863,DOGE,6.339563409870254,-0.018015444000000002,1178.738560859401,-29437.0,0.00306,0.0,0.0028446396232676475,close_grid_long
211,164216,DOGE,0.0,-0.043022606,1178.695538253401,63083.0,0.00341,63083.0,0.00341,entry_initial_normal_long
212,164216,SOL,0.0,-0.04313,1178.652408253401,95.0,2.27,95.0,2.27,entry_initial_normal_long
213,164222,DOGE,2.7899870000000058,-0.026623355400000003,1181.4157718980011,-38219.0,0.003483,24864.0,0.00341,close_trailing_long
214,164224,SOL,2.2504000000000097,-0.026782080000000003,1183.639389818001,-58.0,2.3088,37.0,2.27,close_trailing_long
215,164232,DOGE,0.0,-0.01964044,1183.619749378001,28883.0,0.0034,53747.0,0.0034046261186670883,entry_initial_partial_long
216,164232,SOL,0.0,-0.019976,1183.599773378001,44.0,2.27,81.0,2.27,entry_initial_partial_long
