,balance,equity
0,999.963501212,1000.0
60,999.963501212,1000.0
120,999.963501212,1000.0
180,999.963501212,1000.0
240,999.963501212,1000.0
300,999.963501212,1000.0
360,999.963501212,1000.0
420,999.963501212,1000.0
480,999.963501212,1000.0
540,999.963501212,1000.0
600,999.963501212,1000.0
660,999.963501212,1000.0
720,999.963501212,1000.0
780,999.963501212,1000.0
840,999.963501212,1000.0
900,999.963501212,1000.0
960,999.963501212,1000.0
1020,999.963501212,1000.0
1080,999.963501212,1000.0
1140,999.963501212,1000.0
1200,999.963501212,1000.0
1260,999.963501212,1000.0
1320,999.963501212,1000.0
1380,999.963501212,1000.0
1440,999.963501212,1000.0
1500,999.963501212,1000.0
1560,999.963501212,1000.0
1620,999.963501212,1000.0
1680,999.963501212,1000.0
1740,999.963501212,1000.0
1800,999.963501212,1000.0
1860,999.963501212,1000.0
1920,999.963501212,1000.0
1980,999.963501212,1000.0
2040,999.963501212,1000.0
2100,999.963501212,1000.0
2160,999.963501212,1000.0
2220,999.963501212,1000.0
2280,999.963501212,1000.0
2340,999.963501212,1000.0
2400,999.963501212,1000.0
2460,999.963501212,1000.0
2520,999.963501212,1000.0
2580,999.963501212,1000.0
2640,999.963501212,1000.0
2700,999.963501212,1000.0
2760,999.963501212,1000.0
2820,999.963501212,1000.0
2880,999.963501212,1000.0
2940,999.963501212,1000.0
3000,999.963501212,1000.0
3060,999.963501212,1000.0
3120,1001.8926272070528,1003.220475212
3180,1004.2986973480564,1002.3553983062002
3240,1004.2986973480564,1005.3657320542003
3300,1004.2986973480564,1005.3657320542003
3360,1004.2986973480564,1005.9698320542002
3420,1004.2986973480564,1005.5599070542003
3480,1004.2986973480564,1005.6030570542002
3540,1004.2820560060565,1005.0421070542003
3600,1004.2336773178815,1001.1495837122003
3660,1004.2232723164168,1004.1371037422002
3720,1004.2232723164168,1005.0843887422003
3780,1004.2232723164168,1004.5200487422003
3840,1004.2232723164168,1003.7743137422002
3900,1004.2232723164168,1004.9231487422003
3960,1004.2232723164168,1004.8425287422002
4020,1004.2232723164168,1004.4192737422003
4080,1004.2232723164168,1004.5402037422002
4140,1004.2232723164168,1004.0766387422002
4200,1004.2232723164168,1004.7417537422002
4260,1004.2232723164168,1004.2378787422002
4320,1004.2232723164168,1004.2580337422003
4380,1004.2232723164168,1004.3991187422002
4440,1004.2232723164168,1004.5200487422003
4500,1004.2232723164168,1004.3386537422002
4560,1004.2232723164168,1005.5076437422002
4620,1004.2232723164168,1005.3867137422003
4680,1004.2232723164168,1005.7091937422002
4740,1004.2232723164168,1005.5479537422002
4800,1004.2232723164168,1005.9712087422002
4860,1004.2232723164168,1005.7091937422002
4920,1004.2232723164168,1005.4471787422002
4980,1004.2232723164168,1005.4471787422002
5040,1004.2232723164168,1005.3665587422003
5100,1004.2232723164168,1005.2254737422003
5160,1004.2232723164168,1005.5882637422003
5220,1004.2232723164168,1005.4471787422002
5280,1004.2232723164168,1005.9510537422002
5340,1004.2232723164168,1005.0440787422002
5400,1004.2232723164168,1005.5076437422002
5460,1004.2232723164168,1005.3060937422002
5520,1004.2232723164168,1005.4471787422002
5580,1004.2232723164168,1005.2053187422002
5640,1004.2232723164168,1005.0440787422002
5700,1004.2232723164168,1005.0037687422002
5760,1004.2232723164168,1005.2053187422002
5820,1004.2232723164168,1005.7898137422003
5880,1004.2232723164168,1006.2936887422003
5940,1004.2232723164168,1005.4471787422002
6000,1004.2232723164168,1005.2859387422003
6060,1004.2232723164168,1005.5076437422002
6120,1004.2232723164168,1005.3262487422003
6180,1004.2232723164168,1005.2053187422002
6240,1004.2232723164168,1005.0440787422002
6300,1004.2232723164168,1005.2859387422003
6360,1004.2232723164168,1007.8657787422003
6420,1004.2232723164168,1007.1200437422002
6480,1004.2232723164168,1006.6363237422003
6540,1004.2232723164168,1006.8378737422003
6600,1004.2232723164168,1005.3262487422003
6660,1004.2232723164168,1006.2130687422002
6720,1004.2232723164168,1006.6967887422003
6780,1004.2232723164168,1006.1727587422002
6840,1004.2232723164168,1007.4425237422003
6900,1004.2232723164168,1006.6161687422002
6960,1004.2232723164168,1006.7572537422003
7020,1004.2232723164168,1007.2409737422003
7080,1004.2232723164168,1007.7448487422002
7140,1004.2232723164168,1008.9138387422003
7200,1004.2232723164168,1008.5712037422003
7260,1004.2232723164168,1008.1882587422002
7320,1004.2232723164168,1008.1681037422003
7380,1009.3226224522002,1008.1479487422002
7440,1009.3226224522002,1009.3226224522002
7500,1009.3226224522002,1009.3226224522002
7560,1009.3226224522002,1009.3226224522002
7620,1009.3226224522002,1009.3226224522002
7680,1009.3226224522002,1009.3226224522002
7740,1009.3226224522002,1009.3226224522002
7800,1009.3226224522002,1009.3226224522002
7860,1009.3226224522002,1009.3226224522002
7920,1009.3226224522002,1009.3226224522002
7980,1009.3226224522002,1009.3226224522002
8040,1009.3226224522002,1009.3226224522002
8100,1009.3226224522002,1009.3226224522002
8160,1009.3226224522002,1009.3226224522002
8220,1009.3226224522002,1009.3226224522002
8280,1009.3226224522002,1009.3226224522002
8340,1009.3226224522002,1009.3226224522002
8400,1009.3226224522002,1009.3226224522002
8460,1009.3226224522002,1009.3226224522002
8520,1009.3226224522002,1009.3226224522002
8580,1009.3226224522002,1009.3226224522002
8640,1009.3226224522002,1009.3226224522002
8700,1009.3226224522002,1009.3226224522002
8760,1009.3226224522002,1009.3226224522002
8820,1009.3226224522002,1009.3226224522002
8880,1009.3226224522002,1009.3226224522002
8940,1009.3226224522002,1009.3226224522002
9000,1009.3226224522002,1009.3226224522002
9060,1009.3226224522002,1009.3226224522002
9120,1009.3226224522002,1009.3226224522002
9180,1009.3226224522002,1009.3226224522002
9240,1009.3226224522002,1009.3226224522002
9300,1009.3226224522002,1009.3226224522002
9360,1009.3226224522002,1009.3226224522002
9420,1009.3226224522002,1009.3226224522002
9480,1009.3226224522002,1009.3226224522002
9540,1009.3226224522002,1009.3226224522002
9600,1009.3226224522002,1009.3226224522002
9660,1009.3226224522002,1009.3226224522002
9720,1009.3226224522002,1009.3226224522002
9780,1009.3226224522002,1009.3226224522002
9840,1009.3226224522002,1009.3226224522002
9900,1009.3226224522002,1009.3226224522002
9960,1009.3226224522002,1009.3226224522002
10020,1009.3226224522002,1009.3226224522002
10080,1009.3226224522002,1009.3226224522002
10140,1009.3226224522002,1009.3226224522002
10200,1009.3226224522002,1009.3226224522002
10260,1009.3226224522002,1009.3226224522002
10320,1009.3226224522002,1009.3226224522002
10380,1009.3226224522002,1009.3226224522002
10440,1009.3226224522002,1009.3226224522002
10500,1009.3226224522002,1009.3226224522002
10560,1009.3226224522002,1009.3226224522002
10620,1009.3226224522002,1009.3226224522002
10680,1009.3226224522002,1009.3226224522002
10740,1009.3226224522002,1009.3226224522002
10800,1009.3226224522002,1009.3226224522002
10860,1009.3226224522002,1009.3226224522002
10920,1009.3226224522002,1009.3226224522002
10980,1009.3226224522002,1009.3226224522002
11040,1009.3226224522002,1009.3226224522002
11100,1009.9939828154002,1009.3226224522002
11160,1009.9939828154002,1011.2472468154001
11220,1009.9939828154002,1011.3552868154002
11280,1009.9939828154002,1011.5929748154001
11340,1009.9939828154002,1012.8462388154002
11400,1009.9939828154002,1013.0407108154002
11460,1009.9939828154002,1012.6949828154002
11520,1009.9939828154002,1012.9110628154001
11580,1009.9939828154002,1012.4356868154001
11640,1009.9939828154002,1013.2567908154001
11700,1009.9939828154002,1012.7165908154002
11760,1009.9939828154002,1012.4356868154001
11820,1009.9939828154002,1012.3708628154002
11880,1009.9939828154002,1013.2351828154002
11940,1009.9939828154002,1012.4789028154001
12000,1009.9939828154002,1013.0839268154001
12060,1009.9939828154002,1012.9758868154001
12120,1009.9939828154002,1013.3648308154002
12180,1009.9939828154002,1013.2135748154002
12240,1009.9939828154002,1013.3216148154002
12300,1009.9939828154002,1013.2567908154001
12360,1009.9939828154002,1013.0839268154001
12420,1009.9939828154002,1012.9758868154001
12480,1009.9939828154002,1012.9326708154001
12540,1009.9939828154002,1012.3276468154002
12600,1009.9939828154002,1012.3492548154002
12660,1009.9939828154002,1012.9542788154001
12720,1009.9939828154002,1012.5437268154002
12780,1009.9939828154002,1013.1055348154001
12840,1009.9939828154002,1012.8678468154002
12900,1009.9939828154002,1012.8894548154002
12960,1009.9939828154002,1013.5593028154002
13020,1009.9939828154002,1013.6025188154001
13080,1009.9939828154002,1012.6949828154002
13140,1009.9939828154002,1012.9758868154001
13200,1009.9939828154002,1012.7814148154001
13260,1009.9939828154002,1012.3276468154002
13320,1009.9939828154002,1012.4572948154001
13380,1009.9939828154002,1012.3276468154002
13440,1009.9939828154002,1012.6733748154002
13500,1009.9939828154002,1012.8678468154002
13560,1009.9939828154002,1012.7165908154002
13620,1009.9939828154002,1012.8030228154001
13680,1009.9939828154002,1012.9326708154001
13740,1009.9939828154002,1012.4789028154001
